outcome_id,event_id,league_slug,home_team_id,away_team_id,home_team_name,away_team_name,match_date,home_score,away_score,status,actual_outcome,home_xg,away_xg,fetched_at,recorded_at
44051,wiki_kor.2_2025_1st_Seo_BSI_1415,kor.2,,,Seoul E-Land,Busan IPark,2025-08-04,1,4,,A,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44052,wiki_kor.2_2025_1st_Seo_CNC_1416,kor.2,,,Seoul E-Land,Cheonan City,2025-08-05,3,0,,H,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44053,wiki_kor.2_2025_1st_Seo_CBC_1417,kor.2,,,Seoul E-Land,Chungbuk Cheongju,2025-08-06,0,2,,A,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44054,wiki_kor.2_2025_1st_Seo_CNA_1418,kor.2,,,Seoul E-Land,Chungnam Asan,2025-08-07,2,1,,H,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44055,wiki_kor.2_2025_1st_Seo_GIM_1419,kor.2,,,Seoul E-Land,Gimpo FC,2025-08-08,1,1,,D,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44056,wiki_kor.2_2025_1st_Seo_GNM_1420,kor.2,,,Seoul E-Land,Gyeongnam FC,2025-08-09,2,1,,H,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44057,wiki_kor.2_2025_1st_Seo_HWA_1421,kor.2,,,Seoul E-Land,Hwaseong FC,2025-08-10,0,0,,D,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44058,wiki_kor.2_2025_1st_Seo_ICU_1422,kor.2,,,Seoul E-Land,Incheon United,2025-08-11,0,0,,D,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44059,wiki_kor.2_2025_1st_Seo_JND_1423,kor.2,,,Seoul E-Land,Jeonnam Dragons,2025-08-12,1,1,,D,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44060,wiki_kor.2_2025_1st_Seo_SNM_1424,kor.2,,,Seoul E-Land,Seongnam FC,2025-08-13,0,1,,A,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44061,wiki_kor.2_2025_1st_Seo_SSB_1425,kor.2,,,Seoul E-Land,Suwon Samsung Bluewings,2025-08-14,4,2,,H,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44062,wiki_kor.2_2025_1st_Suw_ASG_1426,kor.2,,,Suwon Samsung Bluewings,Ansan Greeners,2025-08-15,3,1,,H,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44063,wiki_kor.2_2025_1st_Suw_BCN_1427,kor.2,,,Suwon Samsung Bluewings,Bucheon FC 1995,2025-08-16,4,1,,H,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44064,wiki_kor.2_2025_1st_Suw_BSI_1428,kor.2,,,Suwon Samsung Bluewings,Busan IPark,2025-08-17,1,1,,D,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44065,wiki_kor.2_2025_1st_Suw_CNC_1429,kor.2,,,Suwon Samsung Bluewings,Cheonan City,2025-08-18,2,0,,H,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44066,wiki_kor.2_2025_1st_Suw_CBC_1430,kor.2,,,Suwon Samsung Bluewings,Chungbuk Cheongju,2025-08-19,1,0,,H,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44067,wiki_kor.2_2025_1st_Suw_CNA_1431,kor.2,,,Suwon Samsung Bluewings,Chungnam Asan,2025-08-20,0,0,,D,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44068,wiki_kor.2_2025_1st_Suw_GIM_1432,kor.2,,,Suwon Samsung Bluewings,Gimpo FC,2025-08-21,1,1,,D,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44069,wiki_kor.2_2025_1st_Suw_GNM_1433,kor.2,,,Suwon Samsung Bluewings,Gyeongnam FC,2025-08-22,4,0,,H,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44070,wiki_kor.2_2025_1st_Suw_HWA_1434,kor.2,,,Suwon Samsung Bluewings,Hwaseong FC,2025-08-23,3,1,,H,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44071,wiki_kor.2_2025_1st_Suw_ICU_1435,kor.2,,,Suwon Samsung Bluewings,Incheon United,2025-08-24,1,2,,A,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44072,wiki_kor.2_2025_1st_Suw_JND_1436,kor.2,,,Suwon Samsung Bluewings,Jeonnam Dragons,2025-08-25,2,1,,H,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44073,wiki_kor.2_2025_1st_Suw_SNM_1437,kor.2,,,Suwon Samsung Bluewings,Seongnam FC,2025-08-26,3,2,,H,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44074,wiki_kor.2_2025_1st_Suw_SUE_1438,kor.2,,,Suwon Samsung Bluewings,Suwon FC,2025-08-27,0,2,,A,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44075,wiki_kor.2_2025_2nd_Ans_BSI_1439,kor.2,,,Ansan Greeners,Busan IPark,2025-10-17,2,3,,A,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44076,wiki_kor.2_2025_2nd_Ans_CBC_1440,kor.2,,,Ansan Greeners,Chungbuk Cheongju,2025-10-18,0,0,,D,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44077,wiki_kor.2_2025_2nd_Ans_CNA_1441,kor.2,,,Ansan Greeners,Chungnam Asan,2025-10-19,0,1,,A,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44078,wiki_kor.2_2025_2nd_Ans_HWA_1442,kor.2,,,Ansan Greeners,Hwaseong FC,2025-10-20,0,1,,A,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44079,wiki_kor.2_2025_2nd_Ans_ICU_1443,kor.2,,,Ansan Greeners,Incheon United,2025-10-21,0,1,,A,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44080,wiki_kor.2_2025_2nd_Ans_SSB_1444,kor.2,,,Ansan Greeners,Suwon Samsung Bluewings,2025-10-22,1,1,,D,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44081,wiki_kor.2_2025_2nd_Buc_ASG_1445,kor.2,,,Bucheon FC 1995,Ansan Greeners,2025-10-23,2,0,,H,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44082,wiki_kor.2_2025_2nd_Buc_CNC_1446,kor.2,,,Bucheon FC 1995,Cheonan City,2025-10-24,2,1,,H,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44083,wiki_kor.2_2025_2nd_Buc_HWA_1447,kor.2,,,Bucheon FC 1995,Hwaseong FC,2025-10-25,0,0,,D,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44084,wiki_kor.2_2025_2nd_Buc_ICU_1448,kor.2,,,Bucheon FC 1995,Incheon United,2025-10-26,1,0,,H,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44085,wiki_kor.2_2025_2nd_Buc_SNM_1449,kor.2,,,Bucheon FC 1995,Seongnam FC,2025-10-27,1,0,,H,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44086,wiki_kor.2_2025_2nd_Buc_SUE_1450,kor.2,,,Bucheon FC 1995,Suwon FC,2025-10-28,2,2,,D,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44087,wiki_kor.2_2025_2nd_Bus_BCN_1451,kor.2,,,Busan IPark,Bucheon FC 1995,2025-10-29,1,2,,A,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44088,wiki_kor.2_2025_2nd_Bus_CBC_1452,kor.2,,,Busan IPark,Chungbuk Cheongju,2025-10-30,2,2,,D,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44089,wiki_kor.2_2025_2nd_Bus_CNA_1453,kor.2,,,Busan IPark,Chungnam Asan,2025-10-31,0,3,,A,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44090,wiki_kor.2_2025_2nd_Bus_GIM_1454,kor.2,,,Busan IPark,Gimpo FC,2025-11-01,4,1,,H,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44091,wiki_kor.2_2025_2nd_Bus_GNM_1455,kor.2,,,Busan IPark,Gyeongnam FC,2025-11-02,1,1,,D,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44092,wiki_kor.2_2025_2nd_Bus_JND_1456,kor.2,,,Busan IPark,Jeonnam Dragons,2025-11-03,1,1,,D,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44093,wiki_kor.2_2025_2nd_Bus_SSB_1457,kor.2,,,Busan IPark,Suwon Samsung Bluewings,2025-11-04,1,0,,H,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44094,wiki_kor.2_2025_2nd_Che_ASG_1458,kor.2,,,Cheonan City,Ansan Greeners,2025-11-05,0,0,,D,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44095,wiki_kor.2_2025_2nd_Che_BSI_1459,kor.2,,,Cheonan City,Busan IPark,2025-11-06,0,0,,D,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44096,wiki_kor.2_2025_2nd_Che_HWA_1460,kor.2,,,Cheonan City,Hwaseong FC,2025-11-07,2,2,,D,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44097,wiki_kor.2_2025_2nd_Che_ICU_1461,kor.2,,,Cheonan City,Incheon United,2025-11-08,3,4,,A,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44098,wiki_kor.2_2025_2nd_Che_SNM_1462,kor.2,,,Cheonan City,Seongnam FC,2025-11-09,1,3,,A,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44099,wiki_kor.2_2025_2nd_Che_SUE_1463,kor.2,,,Cheonan City,Suwon FC,2025-11-10,2,5,,A,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44100,wiki_kor.2_2025_2nd_Chu_BCN_1464,kor.2,,,Chungbuk Cheongju,Bucheon FC 1995,2025-11-11,0,0,,D,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44101,wiki_kor.2_2025_2nd_Chu_CNC_1465,kor.2,,,Chungbuk Cheongju,Cheonan City,2025-11-12,0,1,,A,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44102,wiki_kor.2_2025_2nd_Chu_GIM_1466,kor.2,,,Chungbuk Cheongju,Gimpo FC,2025-11-13,0,2,,A,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44103,wiki_kor.2_2025_2nd_Chu_GNM_1467,kor.2,,,Chungbuk Cheongju,Gyeongnam FC,2025-11-14,0,1,,A,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44104,wiki_kor.2_2025_2nd_Chu_JND_1468,kor.2,,,Chungbuk Cheongju,Jeonnam Dragons,2025-11-15,0,3,,A,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44105,wiki_kor.2_2025_2nd_Chu_SNM_1469,kor.2,,,Chungbuk Cheongju,Seongnam FC,2025-11-16,0,1,,A,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44106,wiki_kor.2_2025_2nd_Chu_SUE_1470,kor.2,,,Chungbuk Cheongju,Suwon FC,2025-11-17,0,2,,A,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44107,wiki_kor.2_2025_2nd_Chu_BCN_1471,kor.2,,,Chungnam Asan,Bucheon FC 1995,2025-11-18,3,0,,H,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44108,wiki_kor.2_2025_2nd_Chu_CNC_1472,kor.2,,,Chungnam Asan,Cheonan City,2025-11-19,1,1,,D,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44109,wiki_kor.2_2025_2nd_Chu_CBC_1473,kor.2,,,Chungnam Asan,Chungbuk Cheongju,2025-11-20,0,0,,D,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44110,wiki_kor.2_2025_2nd_Chu_GIM_1474,kor.2,,,Chungnam Asan,Gimpo FC,2025-11-21,1,0,,H,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44111,wiki_kor.2_2025_2nd_Chu_GNM_1475,kor.2,,,Chungnam Asan,Gyeongnam FC,2025-11-22,1,0,,H,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44112,wiki_kor.2_2025_2nd_Chu_JND_1476,kor.2,,,Chungnam Asan,Jeonnam Dragons,2025-11-23,2,1,,H,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44113,wiki_kor.2_2025_2nd_Chu_SSB_1477,kor.2,,,Chungnam Asan,Suwon Samsung Bluewings,2025-11-24,1,3,,A,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44114,wiki_kor.2_2025_2nd_Gim_ASG_1478,kor.2,,,Gimpo FC,Ansan Greeners,2025-11-25,1,1,,D,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44115,wiki_kor.2_2025_2nd_Gim_BCN_1479,kor.2,,,Gimpo FC,Bucheon FC 1995,2025-11-26,0,1,,A,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44116,wiki_kor.2_2025_2nd_Gim_CNC_1480,kor.2,,,Gimpo FC,Cheonan City,2025-11-27,1,3,,A,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44117,wiki_kor.2_2025_2nd_Gim_HWA_1481,kor.2,,,Gimpo FC,Hwaseong FC,2025-11-28,5,1,,H,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44118,wiki_kor.2_2025_2nd_Gim_JND_1482,kor.2,,,Gimpo FC,Jeonnam Dragons,2025-11-29,2,0,,H,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44119,wiki_kor.2_2025_2nd_Gim_SNM_1483,kor.2,,,Gimpo FC,Seongnam FC,2025-11-30,0,0,,D,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44120,wiki_kor.2_2025_2nd_Gim_SUE_1484,kor.2,,,Gimpo FC,Suwon FC,2025-12-01,0,1,,A,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44121,wiki_kor.2_2025_2nd_Gye_ASG_1485,kor.2,,,Gyeongnam FC,Ansan Greeners,2025-12-02,1,0,,H,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44122,wiki_kor.2_2025_2nd_Gye_BCN_1486,kor.2,,,Gyeongnam FC,Bucheon FC 1995,2025-12-03,1,2,,A,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44123,wiki_kor.2_2025_2nd_Gye_CNC_1487,kor.2,,,Gyeongnam FC,Cheonan City,2025-12-04,2,0,,H,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44124,wiki_kor.2_2025_2nd_Gye_GIM_1488,kor.2,,,Gyeongnam FC,Gimpo FC,2025-12-05,0,2,,A,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44125,wiki_kor.2_2025_2nd_Gye_JND_1489,kor.2,,,Gyeongnam FC,Jeonnam Dragons,2025-12-06,2,3,,A,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44126,wiki_kor.2_2025_2nd_Gye_SNM_1490,kor.2,,,Gyeongnam FC,Seongnam FC,2025-12-07,0,1,,A,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44127,wiki_kor.2_2025_2nd_Gye_SUE_1491,kor.2,,,Gyeongnam FC,Suwon FC,2025-12-08,0,0,,D,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44128,wiki_kor.2_2025_2nd_Hwa_BSI_1492,kor.2,,,Hwaseong FC,Busan IPark,2025-12-09,1,1,,D,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44129,wiki_kor.2_2025_2nd_Hwa_CBC_1493,kor.2,,,Hwaseong FC,Chungbuk Cheongju,2025-12-10,1,0,,H,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44130,wiki_kor.2_2025_2nd_Hwa_CNA_1494,kor.2,,,Hwaseong FC,Chungnam Asan,2025-12-11,1,1,,D,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44131,wiki_kor.2_2025_2nd_Hwa_GNM_1495,kor.2,,,Hwaseong FC,Gyeongnam FC,2025-12-12,0,1,,A,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44132,wiki_kor.2_2025_2nd_Hwa_ICU_1496,kor.2,,,Hwaseong FC,Incheon United,2025-12-13,0,1,,A,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44133,wiki_kor.2_2025_2nd_Hwa_SSB_1497,kor.2,,,Hwaseong FC,Suwon Samsung Bluewings,2025-12-14,2,3,,A,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44134,wiki_kor.2_2025_2nd_Inc_BSI_1498,kor.2,,,Incheon United,Busan IPark,2025-12-15,0,0,,D,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44135,wiki_kor.2_2025_2nd_Inc_CBC_1499,kor.2,,,Incheon United,Chungbuk Cheongju,2025-12-16,0,1,,A,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44136,wiki_kor.2_2025_2nd_Inc_CNA_1500,kor.2,,,Incheon United,Chungnam Asan,2025-07-20,1,1,,D,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44137,wiki_kor.2_2025_2nd_Inc_GIM_1501,kor.2,,,Incheon United,Gimpo FC,2025-07-21,1,2,,A,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44138,wiki_kor.2_2025_2nd_Inc_GNM_1502,kor.2,,,Incheon United,Gyeongnam FC,2025-07-22,3,0,,H,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44139,wiki_kor.2_2025_2nd_Inc_SSB_1503,kor.2,,,Incheon United,Suwon Samsung Bluewings,2025-07-23,1,1,,D,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44140,wiki_kor.2_2025_2nd_Jeo_ASG_1504,kor.2,,,Jeonnam Dragons,Ansan Greeners,2025-07-24,0,1,,A,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44141,wiki_kor.2_2025_2nd_Jeo_BCN_1505,kor.2,,,Jeonnam Dragons,Bucheon FC 1995,2025-07-25,3,2,,H,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44142,wiki_kor.2_2025_2nd_Jeo_CNC_1506,kor.2,,,Jeonnam Dragons,Cheonan City,2025-07-26,4,1,,H,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44143,wiki_kor.2_2025_2nd_Jeo_HWA_1507,kor.2,,,Jeonnam Dragons,Hwaseong FC,2025-07-27,1,2,,A,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44144,wiki_kor.2_2025_2nd_Jeo_ICU_1508,kor.2,,,Jeonnam Dragons,Incheon United,2025-07-28,2,1,,H,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44145,wiki_kor.2_2025_2nd_Jeo_SNM_1509,kor.2,,,Jeonnam Dragons,Seongnam FC,2025-07-29,0,2,,A,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44146,wiki_kor.2_2025_2nd_Jeo_SUE_1510,kor.2,,,Jeonnam Dragons,Suwon FC,2025-07-30,1,2,,A,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44147,wiki_kor.2_2025_2nd_Seo_ASG_1511,kor.2,,,Seongnam FC,Ansan Greeners,2025-07-31,4,0,,H,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44148,wiki_kor.2_2025_2nd_Seo_BSI_1512,kor.2,,,Seongnam FC,Busan IPark,2025-08-01,2,1,,H,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44149,wiki_kor.2_2025_2nd_Seo_CNA_1513,kor.2,,,Seongnam FC,Chungnam Asan,2025-08-02,3,0,,H,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44150,wiki_kor.2_2025_2nd_Seo_HWA_1514,kor.2,,,Seongnam FC,Hwaseong FC,2025-08-03,1,0,,H,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44151,wiki_kor.2_2025_2nd_Seo_ICU_1515,kor.2,,,Seongnam FC,Incheon United,2025-08-04,2,2,,D,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44152,wiki_kor.2_2025_2nd_Seo_SUE_1516,kor.2,,,Seongnam FC,Suwon FC,2025-08-05,0,2,,A,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44153,wiki_kor.2_2025_2nd_Seo_ASG_1517,kor.2,,,Seoul E-Land,Ansan Greeners,2025-08-06,6,0,,H,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44154,wiki_kor.2_2025_2nd_Seo_BSI_1518,kor.2,,,Seoul E-Land,Busan IPark,2025-08-07,3,0,,H,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44155,wiki_kor.2_2025_2nd_Seo_CNA_1519,kor.2,,,Seoul E-Land,Chungnam Asan,2025-08-08,4,1,,H,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44156,wiki_kor.2_2025_2nd_Seo_HWA_1520,kor.2,,,Seoul E-Land,Hwaseong FC,2025-08-09,1,1,,D,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44157,wiki_kor.2_2025_2nd_Seo_ICU_1521,kor.2,,,Seoul E-Land,Incheon United,2025-08-10,0,0,,D,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44158,wiki_kor.2_2025_2nd_Seo_SSB_1522,kor.2,,,Seoul E-Land,Suwon Samsung Bluewings,2025-08-11,0,1,,A,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44159,wiki_kor.2_2025_2nd_Suw_BCN_1523,kor.2,,,Suwon Samsung Bluewings,Bucheon FC 1995,2025-08-12,2,2,,D,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44160,wiki_kor.2_2025_2nd_Suw_CNC_1524,kor.2,,,Suwon Samsung Bluewings,Cheonan City,2025-08-13,5,0,,H,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44161,wiki_kor.2_2025_2nd_Suw_CBC_1525,kor.2,,,Suwon Samsung Bluewings,Chungbuk Cheongju,2025-08-14,2,0,,H,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44162,wiki_kor.2_2025_2nd_Suw_GIM_1526,kor.2,,,Suwon Samsung Bluewings,Gimpo FC,2025-08-15,1,1,,D,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44163,wiki_kor.2_2025_2nd_Suw_GNM_1527,kor.2,,,Suwon Samsung Bluewings,Gyeongnam FC,2025-08-16,1,2,,A,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44164,wiki_kor.2_2025_2nd_Suw_JND_1528,kor.2,,,Suwon Samsung Bluewings,Jeonnam Dragons,2025-08-17,2,2,,D,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44165,wiki_kor.2_2025_2nd_Suw_SNM_1529,kor.2,,,Suwon Samsung Bluewings,Seongnam FC,2025-08-18,2,2,,D,,,wiki_2026_h2h_v5,wiki_2026_h2h_v5
44166,fa_2022_Suw_Uls_0000,kor.fa,,,Suwon City,Ulsan Citizen,2022-02-19,0,5,,A,,,fa_cup_v1,fa_cup_v1
44167,fa_2022_Seo_Che_0001,kor.fa,,,Seobu (Western) FC,Cheongju FC,2022-02-20,0,6,,A,,,fa_cup_v1,fa_cup_v1
44168,fa_2022_Jeo_Paj_0002,kor.fa,,,Jeongeup Phoenix,Paju Citizen,2022-02-19,1,7,,A,,,fa_cup_v1,fa_cup_v1
44169,fa_2022_Hyo_Hwa_0003,kor.fa,,,Hyochang FC,Hwaseong FC,2022-02-20,0,9,,A,,,fa_cup_v1,fa_cup_v1
44170,fa_2022_Geo_Dae_0004,kor.fa,,,Geoje Citizen,Daejeon Korail,2022-02-19,0,5,,A,,,fa_cup_v1,fa_cup_v1
44171,fa_2022_Che_Pye_0005,kor.fa,,,Cheongsol,Pyeongchang United,2022-02-20,1,5,,A,,,fa_cup_v1,fa_cup_v1
44172,fa_2022_Yeo_Seo_0006,kor.fa,,,Yeoju FC,Seoul Nowon United,2022-02-19,0,1,,A,,,fa_cup_v1,fa_cup_v1
44173,fa_2022_Chu_Dan_0007,kor.fa,,,Chungju Citizen,Dangjin Citizen,2022-02-20,2,3,,A,,,fa_cup_v1,fa_cup_v1
44174,fa_2022_Jae_Seo_0008,kor.fa,,,Jaemix FC,Seoul Jungnang,2022-02-19,2,5,,A,,,fa_cup_v1,fa_cup_v1
44175,fa_2022_Chu_Yan_0009,kor.fa,,,Chuncheon FC,Yangju Citizen FC,2022-02-19,2,1,,H,,,fa_cup_v1,fa_cup_v1
44176,fa_2022_Poc_Gan_0010,kor.fa,,,Pocheon Citizen,Gangneung Citizen,2022-02-20,2,0,,H,,,fa_cup_v1,fa_cup_v1
44177,fa_2022_Seo_Yan_0011,kor.fa,,,Seogot SM,Yangpyeong FC,2022-02-19,0,5,,A,,,fa_cup_v1,fa_cup_v1
44178,fa_2022_Jeo_FC _0012,kor.fa,,,Jeonju Citizen,FC Namdong,2022-02-20,1,2,,A,,,fa_cup_v1,fa_cup_v1
44179,fa_2022_Cha_Jin_0013,kor.fa,,,Changwon FC,Jinju Citizen,2022-02-19,4,2,,H,,,fa_cup_v1,fa_cup_v1
44180,fa_2022_Pye_Sih_0014,kor.fa,,,Pyeongtaek Citizen,Siheung Citizen,2022-02-20,0,2,,A,,,fa_cup_v1,fa_cup_v1
44181,fa_2022_Bus_Che_0015,kor.fa,,,Busan IPark,Cheongju FC,2022-03-09,6,3,,H,,,fa_cup_v1,fa_cup_v1
44182,fa_2022_Paj_Gim_0016,kor.fa,,,Paju Citizen,Gimcheon Sangmu,2022-03-09,2,2,,D,,,fa_cup_v1,fa_cup_v1
44183,fa_2022_Dae_Hwa_0017,kor.fa,,,Daejeon Hana Citizen,Hwaseong FC,2022-03-09,0,0,,D,,,fa_cup_v1,fa_cup_v1
44184,fa_2022_Dae_Che_0018,kor.fa,,,Daejeon Korail,Cheonan City,2022-03-09,0,0,,D,,,fa_cup_v1,fa_cup_v1
44185,fa_2022_Ans_Pye_0019,kor.fa,,,Ansan Greeners,Pyeongchang United,2022-03-09,1,2,,A,,,fa_cup_v1,fa_cup_v1
44186,fa_2022_Gim_Seo_0020,kor.fa,,,Gimhae FC,Seoul Nowon United,2022-03-09,3,1,,H,,,fa_cup_v1,fa_cup_v1
44187,fa_2022_Dan_Chu_0021,kor.fa,,,Dangjin Citizen,Chungnam Asan,2022-03-09,0,3,,A,,,fa_cup_v1,fa_cup_v1
44188,fa_2022_Gye_Seo_0022,kor.fa,,,Gyeongnam FC,Seoul Jungnang,2022-03-09,2,0,,H,,,fa_cup_v1,fa_cup_v1
44189,fa_2022_Gye_TNT_0023,kor.fa,,,Gyeongju KHNP,TNT Fitogether,2022-03-09,1,0,,H,,,fa_cup_v1,fa_cup_v1
44190,fa_2022_Chu_Buc_0024,kor.fa,,,Chuncheon Citizen,Bucheon FC 1995,2022-03-09,1,1,,D,,,fa_cup_v1,fa_cup_v1
44191,fa_2022_Gwa_Poc_0025,kor.fa,,,Gwangju FC,Pocheon Citizen,2022-03-09,1,0,,H,,,fa_cup_v1,fa_cup_v1
44192,fa_2022_Yan_Gim_0026,kor.fa,,,Yangpyeong FC,Gimpo FC,2022-03-09,0,0,,D,,,fa_cup_v1,fa_cup_v1
44193,fa_2022_Bus_FC _0027,kor.fa,,,Busan Transportation Corporation,FC Namdong,2022-03-09,2,1,,H,,,fa_cup_v1,fa_cup_v1
44194,fa_2022_Cha_Seo_0028,kor.fa,,,Changwon FC,Seoul E-Land,2022-03-09,1,1,,D,,,fa_cup_v1,fa_cup_v1
44195,fa_2022_FC _Sih_0029,kor.fa,,,FC Anyang,Siheung Citizen,2022-03-09,1,0,,H,,,fa_cup_v1,fa_cup_v1
