player_id,short_name,long_name,overall,potential,age,club_name,nationality_name,league_name,value_eur,wage_eur,pace,shooting,passing,dribbling,defending,physic,skill_moves,weak_foot,player_positions,player_face_url,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,gk_speed,is_gk
221855,Liu Binbin,Liu Binbin刘彬彬,60,60,32,Shandong Taishan,China PR,Super League,200000,,80,56,56,61,43,56,3,3,"RM, RW, LM",https://cdn.sofifa.net/players/221/855/26_120.png,,,,,,,
221856,Luo Senwen,Luo Senwen罗森文,59,59,32,Qingdao Hainiu FC,China PR,Super League,180000,,65,60,58,59,56,69,3,3,"CM, CDM",https://cdn.sofifa.net/players/221/856/26_120.png,,,,,,,
221860,C. Gruezo,Carlos Armando Gruezo Arboleda,72,72,30,LDU Quito,Ecuador,Serie A,2000000,,58,46,62,70,67,75,2,3,"CDM, CM",https://cdn.sofifa.net/players/221/860/26_120.png,,,,,,,
221885,P. Seguin,Paul Seguin,71,71,30,Hertha BSC,Germany,2. Bundesliga,1600000,,57,61,72,69,67,73,3,3,"CDM, CM",https://cdn.sofifa.net/players/221/885/26_120.png,,,,,,,
221890,J. Fulton,Jay Fulton,68,68,31,Swansea City,Scotland,Championship,850000,,54,56,64,66,66,71,3,3,"CDM, CM",https://cdn.sofifa.net/players/221/890/26_120.png,,,,,,,
221896,D. Avdijaj,Donis Avdijaj,69,69,28,Wolfsberger AC,Kosovo,Bundesliga,1400000,,80,68,66,73,26,71,4,4,"CAM, LM, ST, CM",https://cdn.sofifa.net/players/221/896/26_120.png,,,,,,,
221906,C. Donaldson,Coll Ian Donaldson,62,62,30,Falkirk,Scotland,Premiership,325000,,53,29,38,52,62,72,2,3,CB,https://cdn.sofifa.net/players/221/906/26_120.png,,,,,,,
221908,L. Morgan,Lewis Morgan,73,73,28,New York Red Bulls,Scotland,Major League Soccer,3100000,,82,74,71,75,55,68,3,5,"ST, LM, CAM",https://cdn.sofifa.net/players/221/908/26_120.png,,,,,,,
221909,J. Staněk,Jindřich Staněk,76,76,29,SK Slavia Praha,Czechia,První liga,5000000,,,,,,,,1,2,GK,https://cdn.sofifa.net/players/221/909/26_120.png,74,71,78,76,78,36,1
221912,Kang Hyeon Mu,Hyeon-mu Kang강현무 姜贤茂,69,69,30,FC Seoul,Korea Republic,K League 1,925000,,,,,,,,1,3,GK,https://cdn.sofifa.net/players/221/912/26_120.png,70,67,62,67,72,44,1
221919,A. Zeneli,Arbër Zeneli,71,71,30,IF Elfsborg,Kosovo,Allsvenskan,1800000,,68,70,72,73,35,60,4,3,"LW, LM",https://cdn.sofifa.net/players/221/919/26_120.png,,,,,,,
221952,L. Carrizo,Lucas Eduardo Carrizo,67,68,28,Huracán,Argentina,Liga Profesional de Fútbol,975000,,69,39,53,65,68,76,2,2,"CB, LB, LM",https://cdn.sofifa.net/players/221/952/26_120.png,,,,,,,
221953,B. Whitfield,Benjamin Michael Whitfield,63,63,29,Barrow,England,League Two,475000,,82,59,58,65,49,50,3,3,"RM, CAM, ST, RW",https://cdn.sofifa.net/players/221/953/26_120.png,,,,,,,
221955,J. Torres,Jonatán Gabriel Torres,72,72,28,Cerro Porteño,Argentina,División Profesional,2400000,,60,71,54,68,23,70,2,3,ST,https://cdn.sofifa.net/players/221/955/26_120.png,,,,,,,
221956,S. Pirkl,Simon Josef Alois Pirkl,66,66,28,Blau-Weiß Linz,Austria,Bundesliga,850000,,68,48,61,62,61,69,3,3,"LM, LB",https://cdn.sofifa.net/players/221/956/26_120.png,,,,,,,
221964,Wu Yake,Wu Yake吴亚轲,66,66,34,Changchun Yatai,China PR,Super League,150000,,,,,,,,1,3,GK,https://cdn.sofifa.net/players/221/964/26_120.png,67,62,60,69,65,44,1
221969,F. Mladenović,Filip MladenovićФилип Mлaдeнoвић,72,72,33,Panathinaikos FC,Serbia,Super League,1200000,,83,67,69,69,65,68,3,3,"LB, LM",https://cdn.sofifa.net/players/221/969/26_120.png,,,,,,,
221972,Sun Jie,Sun Jie孙捷,59,59,33,Qingdao West Coast FC,China PR,Super League,110000,,39,42,51,54,59,68,2,3,CB,https://cdn.sofifa.net/players/221/972/26_120.png,,,,,,,
221982,P. Roberts,Patrick John Joseph Roberts,72,72,28,Birmingham City,England,Championship,2400000,,81,65,66,78,28,47,4,2,"RM, RW",https://cdn.sofifa.net/players/221/982/26_120.png,,,,,,,
221986,J. Hardeveld,Jeff Hardeveld,66,66,30,Telstar,Netherlands,Eredivisie,825000,,67,54,65,65,63,73,3,3,"LM, LB, LW",https://cdn.sofifa.net/players/221/986/26_120.png,,,,,,,
221989,F. Aliti,Fidan Aliti,67,67,31,Alanyaspor,Kosovo,Süper Lig,700000,,61,46,57,60,65,80,2,2,"CB, LB",https://cdn.sofifa.net/players/221/989/26_120.png,,,,,,,
221990,Y. Cabral,Yonathan Emanuel Cabral,67,67,33,CA Aldosivi,Argentina,Liga Profesional de Fútbol,475000,,44,29,50,48,66,76,2,2,CB,https://cdn.sofifa.net/players/221/990/26_120.png,,,,,,,
221992,H. Lozano,Hirving Rodrigo Lozano Bahena,78,78,29,San Diego FC,Mexico,Major League Soccer,14000000,,88,75,71,80,41,58,3,3,"LW, RW, LM",https://cdn.sofifa.net/players/221/992/26_120.png,,,,,,,
222028,J. Weigl,Julian Weigl,78,78,29,Al Qadsiah FC,Germany,Pro League,12000000,,57,64,75,73,75,73,3,3,"CDM, CM, CB",https://cdn.sofifa.net/players/222/028/26_120.png,,,,,,,
222041,L. Boyé,Lucas Ariel Boyé,73,73,29,Deportivo Alavés,Argentina,La Liga,3000000,,69,73,64,72,49,80,4,2,"ST, CAM",https://cdn.sofifa.net/players/222/041/26_120.png,,,,,,,
222045,C. Halkett,Craig Halkett,69,69,30,Hearts,Scotland,Premiership,1100000,,54,51,57,60,69,74,2,3,CB,https://cdn.sofifa.net/players/222/045/26_120.png,,,,,,,
222052,Lee Myung Jae,Myung-jae Lee이명재 李明载,70,70,31,Daejeon Citizen,Korea Republic,K League 1,1200000,,77,45,62,69,64,67,3,3,"LB, CB, LM",https://cdn.sofifa.net/players/222/052/26_120.png,,,,,,,
222065,J. Vélez,Jairo David Vélez Cedeño,69,69,30,Universitario de Deportes,Ecuador,Liga 1,1300000,,64,67,69,69,36,55,3,4,"CAM, RM, LW, CM",https://cdn.sofifa.net/players/222/065/26_120.png,,,,,,,
222075,Yang He,He Yang,49,49,35,Yunnan Yukun,China PR,Super League,20000,,40,51,39,51,25,36,2,3,ST,https://cdn.sofifa.net/players/222/075/26_120.png,,,,,,,
222077,M. Locatelli,Manuel Locatelli,84,85,27,Juventus,Italy,Serie A,43000000,,63,69,80,76,81,78,3,4,"CDM, CM",https://cdn.sofifa.net/players/222/077/26_120.png,,,,,,,
222081,N. Sandberg,Niklas Sandberg,67,67,30,Sarpsborg 08 FF,Norway,Eliteserien,975000,,70,64,66,65,51,66,3,3,"RM, RW",https://cdn.sofifa.net/players/222/081/26_120.png,,,,,,,
222095,C. Burton,Callum Alex David Burton,62,62,28,Wrexham,England,Championship,275000,,,,,,,,1,3,GK,https://cdn.sofifa.net/players/222/095/26_120.png,63,61,60,59,63,43,1
222104,T. Adarabioyo,Abdul-Nasir Oluwatosin Oluwadoyinsolami Adarabioyo,78,80,27,Chelsea,England,Premier League,15000000,,70,46,63,64,78,79,2,3,CB,https://cdn.sofifa.net/players/222/104/26_120.png,,,,,,,
222109,C. Cadden,Christopher Cadden,66,66,28,Hibernian,Scotland,Premiership,775000,,69,58,64,66,60,73,2,3,"RB, RM",https://cdn.sofifa.net/players/222/109/26_120.png,,,,,,,
222114,A. Lacey,Alexander Lawrence Lacey,57,57,32,Bohemian FC,England,Premier Division,110000,,42,31,41,43,58,57,2,3,CB,https://cdn.sofifa.net/players/222/114/26_120.png,,,,,,,
222123,A. Long,Aaron Ray Long,71,71,32,Los Angeles FC,United States,Major League Soccer,1200000,,78,40,55,61,69,79,2,3,CB,https://cdn.sofifa.net/players/222/123/26_120.png,,,,,,,
222145,S. Ohlsson,Sebastian Jonas Ohlsson,64,64,32,Degerfors IF,Sweden,Allsvenskan,375000,,49,53,62,61,63,72,2,3,"CB, CM, CDM",https://cdn.sofifa.net/players/222/145/26_120.png,,,,,,,
222148,O. Duda,Ondrej Duda,75,75,30,Al Ettifaq,Slovakia,Pro League,5500000,,65,72,73,78,65,67,4,4,"CM, CDM",https://cdn.sofifa.net/players/222/148/26_120.png,,,,,,,
222153,C. Buonaiuto,Cristian Buonaiuto,69,69,32,Padova,Italy,Serie B,1100000,,73,66,67,71,46,61,4,3,"CAM, LM, LW, CM",https://cdn.sofifa.net/players/222/153/26_120.png,,,,,,,
222154,B. Carvallo,Bryan Andrés Carvallo Utreras,66,66,28,Unión Española,Chile,Primera Division,850000,,78,56,61,74,26,58,5,3,"CAM, LW, CM",https://cdn.sofifa.net/players/222/154/26_120.png,,,,,,,
222156,J. Bree,James Patrick Bree,69,70,27,Charlton Athletic,England,Championship,1500000,,67,45,65,66,69,64,2,3,"RB, CB, RM",https://cdn.sofifa.net/players/222/156/26_120.png,,,,,,,
222157,D. Collinge,Daniele James Collinge,62,63,27,Barnet,England,League Two,400000,,52,29,43,51,61,69,2,3,CB,https://cdn.sofifa.net/players/222/157/26_120.png,,,,,,,
222164,A. Kasperkiewicz,Arkadiusz Kasperkiewicz,63,63,30,Bruk-Bet Termalica Nieciecza,Poland,Ekstraklasa,400000,,52,42,53,51,62,70,2,3,"CB, CDM",https://cdn.sofifa.net/players/222/164/26_120.png,,,,,,,
222165,E. Hansson,Emil Hansson,69,69,27,Blackpool FC,Sweden,League One,1500000,,73,64,66,73,35,52,3,3,"LM, LW",https://cdn.sofifa.net/players/222/165/26_120.png,,,,,,,
222168,L. Salvesen,Lars-Jørgen Salvesen,67,67,29,Derby County,Norway,Championship,1000000,,68,66,53,61,38,81,2,3,ST,https://cdn.sofifa.net/players/222/168/26_120.png,,,,,,,
222175,Yang Yihu,Yang Yihu杨一虎,55,55,33,Meizhou Hakka,China PR,Super League,70000,,61,53,49,59,49,61,2,2,"LB, LM",https://cdn.sofifa.net/players/222/175/26_120.png,,,,,,,
222179,Jin Pengxiang,Jin Pengxiang晋鹏翔,59,59,35,Dalian Yingbo,China PR,Super League,60000,,59,35,53,57,58,68,2,2,"CB, RB, RM",https://cdn.sofifa.net/players/222/179/26_120.png,,,,,,,
222183,Aidi Fulangxisi,Aidi Fulangxisi艾迪·弗朗西斯,61,61,34,Shanghai Shenhua,China PR,Super League,110000,,68,36,55,57,59,74,2,4,"CB, LB, CM, LM",https://cdn.sofifa.net/players/222/183/26_120.png,,,,,,,
222190,Lü Peng,Lü Peng吕鹏,60,60,35,Dalian Yingbo,China PR,Super League,70000,,58,42,53,59,59,72,2,4,"CDM, CB, CM",https://cdn.sofifa.net/players/222/190/26_120.png,,,,,,,
222191,Sun Bo,Sun Bo孙铂,57,57,34,Dalian Yingbo,China PR,Super League,80000,,69,54,54,58,42,62,3,4,"LM, RM, LW",https://cdn.sofifa.net/players/222/191/26_120.png,,,,,,,
222192,Sun Guowen,Sun Guowen孙国文,60,60,31,Zhejiang FC,China PR,Super League,180000,,76,47,55,61,49,73,2,3,"LB, RB, LM",https://cdn.sofifa.net/players/222/192/26_120.png,,,,,,,
222195,Zhao Xuebin,Zhao Xuebin赵学斌,51,51,32,Dalian Yingbo,China PR,Super League,45000,,57,49,33,55,19,62,2,3,ST,https://cdn.sofifa.net/players/222/195/26_120.png,,,,,,,
222199,Zheng Kaimu,Zheng Kaimu郑凯木,62,62,33,Wuhan Three Towns,China PR,Super League,190000,,53,51,52,53,59,76,2,3,"CB, CM, CDM",https://cdn.sofifa.net/players/222/199/26_120.png,,,,,,,
222200,Liu Jiashen,Liu Jiashen刘佳燊,57,57,33,Qingdao Hainiu FC,China PR,Super League,80000,,49,24,25,32,59,73,2,3,CB,https://cdn.sofifa.net/players/222/200/26_120.png,,,,,,,
222215,P. Strand,Petter Dahle Strand,67,67,30,Vålerenga Fotball,Norway,Eliteserien,975000,,77,63,63,68,63,74,3,3,"CM, RM, RW",https://cdn.sofifa.net/players/222/215/26_120.png,,,,,,,
222221,A. Buzbuchi,Alexandru Buzbuchi,68,68,31,FCV Farul Constanța,Romania,Liga I,650000,,,,,,,,1,2,GK,https://cdn.sofifa.net/players/222/221/26_120.png,66,66,65,69,67,36,1
222227,P. Berg,Patrick Berg,77,80,27,FK Bodø/Glimt,Norway,Eliteserien,12000000,,73,67,75,73,71,78,3,3,"CDM, CM",https://cdn.sofifa.net/players/222/227/26_120.png,,,,,,,
222235,Ren Hang,Ren Hang任航,61,61,36,Wuhan Three Towns,China PR,Super League,60000,,53,49,58,54,60,65,2,4,"CB, LB",https://cdn.sofifa.net/players/222/235/26_120.png,,,,,,,
222256,T. Bishop,Edward James Bishop,64,64,28,Colchester United,England,League Two,525000,,71,60,65,68,58,64,3,3,"CDM, CM",https://cdn.sofifa.net/players/222/256/26_120.png,,,,,,,
222262,C. Dessers,Cyriel Kolawole Dessers,73,73,30,Panathinaikos FC,Nigeria,Super League,3000000,,72,74,55,67,28,75,3,5,ST,https://cdn.sofifa.net/players/222/262/26_120.png,,,,,,,
222263,N. Jackers,Nordin Jackers,70,70,27,Club Brugge KV,Belgium,Pro League,1200000,,,,,,,,1,2,GK,https://cdn.sofifa.net/players/222/263/26_120.png,69,68,64,70,71,43,1
222273,Jiang Zhipeng,Jiang Zhipeng姜至鹏,64,64,36,Shenzhen Peng City,China PR,Super League,130000,,56,59,65,63,61,65,3,2,"LB, LM",https://cdn.sofifa.net/players/222/273/26_120.png,,,,,,,
222278,Tang Miao,Tang Miao唐淼,61,61,34,Yunnan Yukun,China PR,Super League,120000,,69,42,57,62,55,74,3,3,"RB, RM, CB",https://cdn.sofifa.net/players/222/278/26_120.png,,,,,,,
222286,G. Lloris,Gautier Lloris,74,74,29,Le Havre AC,France,Ligue 1,3500000,,37,36,54,55,75,78,2,3,CB,https://cdn.sofifa.net/players/222/286/26_120.png,,,,,,,
222306,Ding Haifeng,Ding Haifeng丁海峰,56,56,33,Qingdao West Coast FC,China PR,Super League,70000,,67,52,56,60,52,60,3,3,"LB, LM",https://cdn.sofifa.net/players/222/306/26_120.png,,,,,,,
222328,J. Bager,Jonas Valentin Bager,66,67,28,IFK Göteborg,Denmark,Allsvenskan,800000,,71,31,49,55,65,74,2,3,"CB, RB",https://cdn.sofifa.net/players/222/328/26_120.png,,,,,,,
222329,M. Wdowiak,Mateusz Wdowiak,67,67,28,Zagłębie Lubin,Poland,Ekstraklasa,1000000,,91,59,60,69,42,59,3,2,"LM, LW, RM",https://cdn.sofifa.net/players/222/329/26_120.png,,,,,,,
222331,L. Klostermann,Lukas Manuel Klostermann,78,79,29,RB Leipzig,Germany,Bundesliga,13000000,,82,50,64,70,80,75,2,3,"CB, RB",https://cdn.sofifa.net/players/222/331/26_120.png,,,,,,,
222344,Sun Zheng'ao,Sun Zheng'ao孙正傲,54,54,31,Qingdao Hainiu FC,China PR,Super League,70000,,44,29,42,35,57,49,2,3,CB,https://cdn.sofifa.net/players/222/344/26_120.png,,,,,,,
222346,Shi Ke,Shi Ke石柯,65,65,32,Shandong Taishan,China PR,Super League,475000,,67,27,44,47,65,76,2,3,CB,https://cdn.sofifa.net/players/222/346/26_120.png,,,,,,,
222349,Ruan Yang,Ruan Yang阮杨,56,56,31,Tianjin Jinmen Tiger,China PR,Super League,120000,,67,54,48,59,35,51,3,3,"RM, RW",https://cdn.sofifa.net/players/222/349/26_120.png,,,,,,,
222350,Xie Pengfei,Xie Pengfei谢鹏飞,66,66,32,Shanghai Shenhua,China PR,Super League,675000,,77,61,63,66,49,66,3,4,"RM, RW",https://cdn.sofifa.net/players/222/350/26_120.png,,,,,,,
222351,Luo Jing,Luo Jing罗竞,55,55,31,Yunnan Yukun,China PR,Super League,100000,,67,56,52,54,58,61,3,2,"LM, RM, ST, LW",https://cdn.sofifa.net/players/222/351/26_120.png,,,,,,,
222352,A. Ajeti,Albian Afrim Ajeti,68,68,28,FC Basel 1893,Switzerland,Super League,1200000,,70,67,55,65,28,72,3,3,ST,https://cdn.sofifa.net/players/222/352/26_120.png,,,,,,,
222355,L. Valzania,Luca Valzania,69,69,29,Pescara,Italy,Serie B,1400000,,65,60,64,68,62,62,3,3,CM,https://cdn.sofifa.net/players/222/355/26_120.png,,,,,,,
222356,L. Vásquez,Luis Erney Vásquez Caicedo,66,68,29,Atlético Bucaramanga,Colombia,Categoría Primera A,700000,,,,,,,,1,3,GK,https://cdn.sofifa.net/players/222/356/26_120.png,66,65,62,63,65,40,1
222357,B. Embolo,Breel Donald Embolo,77,77,28,Stade Rennais FC,Switzerland,Ligue 1,11000000,,78,75,70,75,51,80,3,4,ST,https://cdn.sofifa.net/players/222/357/26_120.png,,,,,,,
222369,E. Smith,Eric Anders Smith,75,76,28,FC St. Pauli,Sweden,Bundesliga,5500000,,67,59,67,66,73,79,2,3,"CDM, CM, CB",https://cdn.sofifa.net/players/222/369/26_120.png,,,,,,,
222373,L. Cabral,Luciano Javier Cabral Melgarejo,70,70,30,Independiente,Chile,Liga Profesional de Fútbol,1500000,,81,63,67,70,47,55,3,3,"CAM, CM, LM",https://cdn.sofifa.net/players/222/373/26_120.png,,,,,,,
222388,Paulo Azzi,Paulo Daniel Dentello Azzi,71,71,30,Monza,Brazil,Serie B,1600000,,85,62,64,70,65,73,3,3,"LB, LM",https://cdn.sofifa.net/players/222/388/26_120.png,,,,,,,
222389,N. Haikin,Nikita HaikinХайкин Никита Ильич,74,75,29,FK Bodø/Glimt,Russia,Eliteserien,3200000,,,,,,,,1,2,GK,https://cdn.sofifa.net/players/222/389/26_120.png,73,72,73,72,74,51,1
222390,Unai López,Unai López Cabrera,76,76,29,Rayo Vallecano,Spain,La Liga,7500000,,68,72,77,78,69,70,3,3,"CM, CDM",https://cdn.sofifa.net/players/222/390/26_120.png,,,,,,,
222396,D. Ball,Dominic Martin Ball,65,65,29,Cambridge United,England,League Two,600000,,55,43,56,59,64,66,2,3,"CDM, CM",https://cdn.sofifa.net/players/222/396/26_120.png,,,,,,,
222399,C. Ogilvie,Connor Stuart Ogilvie,69,69,29,Portsmouth,England,Championship,1200000,,70,46,61,63,65,78,2,3,"LB, CB, LM",https://cdn.sofifa.net/players/222/399/26_120.png,,,,,,,
222400,H. Winks,Harry Billy Winks,74,74,29,Leicester City,England,Championship,3600000,,51,60,74,74,69,67,3,3,"CDM, CM",https://cdn.sofifa.net/players/222/400/26_120.png,,,,,,,
222405,L. Kinsella,Liam Mark Kinsella,63,63,29,Cheltenham Town,Republic of Ireland,League Two,400000,,66,52,57,62,58,72,2,3,"CDM, CM",https://cdn.sofifa.net/players/222/405/26_120.png,,,,,,,
222411,J. Prior,Jérôme Prior,68,69,29,Livingston FC,France,Premiership,925000,,,,,,,,1,3,GK,https://cdn.sofifa.net/players/222/411/26_120.png,68,65,66,68,70,51,1
222418,N. Losada,Nahuel Hernán Losada,73,73,32,Lanús,Argentina,Liga Profesional de Fútbol,1500000,,,,,,,,1,2,GK,https://cdn.sofifa.net/players/222/418/26_120.png,74,74,72,70,69,41,1
222428,J. Komar,Juan Cruz Komar,72,72,28,Rosario Central,Argentina,Liga Profesional de Fútbol,2000000,,58,36,50,52,72,80,2,3,CB,https://cdn.sofifa.net/players/222/428/26_120.png,,,,,,,
222429,A. Cubas,Adrián Andrés Cubas,74,74,29,Vancouver Whitecaps FC,Paraguay,Major League Soccer,3600000,,69,47,66,71,73,56,3,2,"CDM, CM, CB",https://cdn.sofifa.net/players/222/429/26_120.png,,,,,,,
222431,J. Storevik,Jacob Storevik,65,67,28,Vålerenga Fotball,Norway,Eliteserien,600000,,,,,,,,1,2,GK,https://cdn.sofifa.net/players/222/431/26_120.png,64,62,61,65,64,39,1
222432,Feng Gang,Feng Gang冯刚,54,54,32,Qingdao West Coast FC,China PR,Super League,80000,,67,48,56,57,54,43,2,3,CM,https://cdn.sofifa.net/players/222/432/26_120.png,,,,,,,
222434,Dong Yu,Dong Yu董宇,56,56,30,Zhejiang FC,China PR,Super League,120000,,53,54,51,59,52,67,2,3,"RB, RM",https://cdn.sofifa.net/players/222/434/26_120.png,,,,,,,
222435,Zhao Yuhao,Zhao Yuhao赵宇豪,59,59,32,Yunnan Yukun,China PR,Super League,150000,,61,40,48,54,57,71,2,2,"CDM, CB, CM",https://cdn.sofifa.net/players/222/435/26_120.png,,,,,,,
222438,Zou Dehai,Zou Dehai邹德海,57,57,32,Changchun Yatai,China PR,Super League,80000,,,,,,,,1,3,GK,https://cdn.sofifa.net/players/222/438/26_120.png,57,57,55,53,57,46,1
222440,Cheng Jin,Cheng Jin程进,64,64,30,Zhejiang FC,China PR,Super League,550000,,73,60,63,65,50,61,3,3,"CM, RM, RW",https://cdn.sofifa.net/players/222/440/26_120.png,,,,,,,
222449,Cao Haiqing,Cao Haiqing曹海清,58,58,31,Dalian Yingbo,China PR,Super League,150000,,58,38,42,58,57,53,2,2,"LB, RB, LM",https://cdn.sofifa.net/players/222/449/26_120.png,,,,,,,
222461,Rochinha,Diogo Filipe Costa Rocha,71,71,30,Famalicão,Portugal,Primeira Liga,1800000,,76,64,66,74,40,53,4,3,"LM, LW",https://cdn.sofifa.net/players/222/461/26_120.png,,,,,,,
222464,Sivera,Antonio Sivera Salvá,76,78,28,Deportivo Alavés,Spain,La Liga,6500000,,,,,,,,1,3,GK,https://cdn.sofifa.net/players/222/464/26_120.png,76,74,77,75,78,57,1
222467,Ivi López,Iván López Álvarez,73,73,31,Raków Częstochowa,Spain,Ekstraklasa,2500000,,73,72,72,75,40,66,3,3,"CAM, ST, LW",https://cdn.sofifa.net/players/222/467/26_120.png,,,,,,,
222472,D. Granli,Daniel Fredrik Granli,66,66,31,IF Elfsborg,Norway,Allsvenskan,575000,,60,50,60,61,65,76,2,3,"CB, LB",https://cdn.sofifa.net/players/222/472/26_120.png,,,,,,,
222475,M. Thorsby,Morten Thorsby,72,72,29,Genoa,Norway,Serie A,2300000,,55,62,69,71,72,75,2,3,CM,https://cdn.sofifa.net/players/222/475/26_120.png,,,,,,,
222477,L. Reed,Louis Samuel Reed,64,65,27,Mansfield Town,England,League One,600000,,60,54,62,62,59,66,3,3,"CDM, CM, CB",https://cdn.sofifa.net/players/222/477/26_120.png,,,,,,,
222484,D. Mesenhöler,Daniel Mesenhöler,62,62,29,Dynamo Dresden,Germany,2. Bundesliga,275000,,,,,,,,1,3,GK,https://cdn.sofifa.net/players/222/484/26_120.png,62,64,56,59,61,49,1
222492,L. Sané,Leroy Aziz Sané,82,82,29,Galatasaray SK,Germany,Süper Lig,30000000,,87,81,78,85,37,68,4,2,"RM, LM, RW",https://cdn.sofifa.net/players/222/492/26_120.png,,,,,,,
222493,M. Friedrich,Marvin Friedrich,74,74,29,Borussia Mönchengladbach,Germany,Bundesliga,3500000,,58,41,54,50,76,72,2,2,CB,https://cdn.sofifa.net/players/222/493/26_120.png,,,,,,,
222501,T. Castagne,Timothy Castagne,76,76,29,Fulham FC,Belgium,Premier League,6500000,,68,57,70,72,74,71,2,3,"RB, RM",https://cdn.sofifa.net/players/222/501/26_120.png,,,,,,,
222503,H. Isted,Harvey James Duke Isted,63,64,28,Burton Albion,England,League One,375000,,,,,,,,1,3,GK,https://cdn.sofifa.net/players/222/503/26_120.png,63,62,63,61,63,35,1
222509,Dani Ceballos,Daniel Ceballos Fernández,81,81,28,Real Madrid,Spain,La Liga,25500000,,61,71,80,82,72,67,4,3,"CM, CDM",https://cdn.sofifa.net/players/222/509/26_120.png,,,,,,,
222514,F. Woodman,Frederick John Woodman,71,71,28,Liverpool,England,Premier League,1300000,,,,,,,,1,2,GK,https://cdn.sofifa.net/players/222/514/26_120.png,72,69,62,68,71,47,1
222528,L. Gooch,Lynden Jack Gooch,68,68,29,Huddersfield Town,United States,League One,1100000,,78,61,62,67,63,74,3,4,"RB, LB, LM, RM",https://cdn.sofifa.net/players/222/528/26_120.png,,,,,,,
222540,N. Vergos,Nikolaos VergosΝικόλαος Βέργος,65,65,29,Melbourne Victory,Greece,A-League Men,725000,,71,64,48,61,32,66,2,4,ST,https://cdn.sofifa.net/players/222/540/26_120.png,,,,,,,
222542,M. Saliakas,Manolis SaliakasΜανώλης Σάλιακας,73,73,28,FC St. Pauli,Greece,Bundesliga,2800000,,69,58,68,72,66,69,3,4,"RB, RM, RW",https://cdn.sofifa.net/players/222/542/26_120.png,,,,,,,
222546,L. Zingerle,Leopold Zingerle,69,69,31,RB Leipzig,Germany,Bundesliga,750000,,,,,,,,1,3,GK,https://cdn.sofifa.net/players/222/546/26_120.png,70,66,66,68,71,42,1
222557,J. Glad,Justen Thomas Glad,69,70,28,Real Salt Lake,United States,Major League Soccer,1300000,,69,35,50,50,70,74,2,2,CB,https://cdn.sofifa.net/players/222/557/26_120.png,,,,,,,
222562,R. Rúnarsson,Rúnar Alex Rúnarsson,67,67,30,FC København,Iceland,Superliga,675000,,,,,,,,1,2,GK,https://cdn.sofifa.net/players/222/562/26_120.png,68,66,68,66,67,37,1
222572,Iván Villar,Iván Villar Martínez,73,76,27,RC Celta,Spain,La Liga,3000000,,,,,,,,1,2,GK,https://cdn.sofifa.net/players/222/572/26_120.png,72,71,71,72,76,32,1
222576,Pleguezuelo,Julio José Pleguezuelo Selva,68,70,28,Plymouth Argyle,Spain,League One,1200000,,74,35,55,65,67,70,2,4,CB,https://cdn.sofifa.net/players/222/576/26_120.png,,,,,,,
222582,Kim Young Bin,Young-bin Kim김영빈 金永斌,68,68,33,Jeonbuk Hyundai Motors,Korea Republic,K League 1,575000,,64,28,55,47,67,77,2,4,"CB, LB, LM",https://cdn.sofifa.net/players/222/582/26_120.png,,,,,,,
222583,T. James,Thomas Lynn James,65,65,29,Leyton Orient,Wales,League One,625000,,64,59,63,61,60,74,2,4,"RB, LB, CB, LM",https://cdn.sofifa.net/players/222/583/26_120.png,,,,,,,
222587,F. Escobar,Franco Nicolás Escobar,68,68,30,Houston Dynamo,Argentina,Major League Soccer,1000000,,71,47,57,67,66,69,2,3,"LB, RB, LM",https://cdn.sofifa.net/players/222/587/26_120.png,,,,,,,
222592,Kim Dong Jin,Dong-Jin Kim김동진 金东珍,62,62,32,FC Anyang,Korea Republic,K League 1,275000,,69,24,38,54,62,70,2,3,"LB, CB, LM",https://cdn.sofifa.net/players/222/592/26_120.png,,,,,,,
222598,Nélson Monte,Nélson Macedo Monte,70,70,29,UD Almería,Portugal,La Liga 2,1300000,,51,37,59,59,70,77,2,2,"CB, RB",https://cdn.sofifa.net/players/222/598/26_120.png,,,,,,,
222612,M. Kelly,Michael Kelly,58,58,28,Accrington Stanley,Republic of Ireland,League Two,140000,,,,,,,,1,2,GK,https://cdn.sofifa.net/players/222/612/26_120.png,59,58,56,59,58,29,1
222621,Du Jia,Du Jia杜佳,59,59,32,Shanghai Port,China PR,Super League,110000,,,,,,,,1,3,GK,https://cdn.sofifa.net/players/222/621/26_120.png,57,54,52,58,60,49,1
222625,N. Smith,Nathan James Smith,64,64,29,Tranmere Rovers,England,League Two,500000,,52,31,38,42,62,78,2,3,CB,https://cdn.sofifa.net/players/222/625/26_120.png,,,,,,,
222636,G. Kyei,Grejohn Kyei,68,68,29,Standard de Liège,France,Pro League,1200000,,60,66,54,67,27,78,3,3,ST,https://cdn.sofifa.net/players/222/636/26_120.png,,,,,,,
222639,R. Ramírez,Roberto Fabián Ramírez,70,72,28,Godoy Cruz,Argentina,Liga Profesional de Fútbol,1400000,,,,,,,,1,2,GK,https://cdn.sofifa.net/players/222/639/26_120.png,72,67,66,69,73,48,1
