season,league_slug,div,match_date,home_team,away_team,fthg,ftag,ftr,referee,b365h,b365d,b365a,avg_h,avg_d,avg_a,fetched_at,home_shots,away_shots,home_sot,away_sot,home_fouls,away_fouls,home_corners,away_corners,home_yellows,away_yellows,home_reds,away_reds
2024/2025,eng.1,E0,20/04/2025,Man United,Wolves,0,1,A,R Jones,2.0,3.6,3.6,2.0,3.58,3.72,2026-07-20T17:15:40.624864,,,,,,,,,,,,
2024/2025,eng.1,E0,20/04/2025,Leicester,Liverpool,0,1,A,S Attwell,11.0,6.25,1.22,11.76,6.63,1.23,2026-07-20T17:15:40.624882,,,,,,,,,,,,
2024/2025,eng.1,E0,21/04/2025,Tottenham,Nott'm Forest,1,2,A,P Bankes,2.45,3.6,2.63,2.47,3.71,2.66,2026-07-20T17:15:40.624909,,,,,,,,,,,,
2024/2025,eng.1,E0,22/04/2025,Man City,Aston Villa,2,1,H,C Pawson,1.8,4.1,3.9,1.85,4.06,3.93,2026-07-20T17:15:40.624927,,,,,,,,,,,,
2024/2025,eng.1,E0,23/04/2025,Arsenal,Crystal Palace,2,2,D,M Salisbury,1.4,4.75,7.5,1.41,4.66,8.13,2026-07-20T17:15:40.624945,,,,,,,,,,,,
2024/2025,eng.1,E0,26/04/2025,Chelsea,Everton,1,0,H,C Kavanagh,1.55,4.0,6.0,1.58,4.08,5.91,2026-07-20T17:15:40.624963,,,,,,,,,,,,
2024/2025,eng.1,E0,26/04/2025,Brighton,West Ham,3,2,H,D England,1.67,4.2,4.75,1.67,4.14,4.76,2026-07-20T17:15:40.624985,,,,,,,,,,,,
2024/2025,eng.1,E0,26/04/2025,Newcastle,Ipswich,3,0,H,M Salisbury,1.18,7.5,13.0,1.18,7.72,14.89,2026-07-20T17:15:40.625003,,,,,,,,,,,,
2024/2025,eng.1,E0,26/04/2025,Southampton,Fulham,1,2,A,T Harrington,5.25,4.0,1.6,5.17,4.11,1.64,2026-07-20T17:15:40.625024,,,,,,,,,,,,
2024/2025,eng.1,E0,26/04/2025,Wolves,Leicester,3,0,H,S Barrott,1.5,4.2,6.25,1.51,4.38,6.24,2026-07-20T17:15:40.625063,,,,,,,,,,,,
2024/2025,eng.1,E0,27/04/2025,Bournemouth,Man United,1,1,D,P Bankes,1.67,4.0,4.5,1.67,4.13,4.77,2026-07-20T17:15:40.625089,,,,,,,,,,,,
2024/2025,eng.1,E0,27/04/2025,Liverpool,Tottenham,5,1,H,T Bramall,1.25,6.0,11.0,1.25,6.57,9.98,2026-07-20T17:15:40.625113,,,,,,,,,,,,
2024/2025,eng.1,E0,01/05/2025,Nott'm Forest,Brentford,0,2,A,D England,2.15,3.5,3.25,2.17,3.55,3.27,2026-07-20T17:15:40.625132,,,,,,,,,,,,
2024/2025,eng.1,E0,02/05/2025,Man City,Wolves,1,0,H,P Bankes,1.4,4.75,7.5,1.4,5.14,7.49,2026-07-20T17:15:40.625152,,,,,,,,,,,,
2024/2025,eng.1,E0,03/05/2025,Aston Villa,Fulham,1,0,H,R Jones,1.77,3.75,4.5,1.79,3.88,4.32,2026-07-20T17:15:40.625170,,,,,,,,,,,,
2024/2025,eng.1,E0,03/05/2025,Everton,Ipswich,2,2,D,L Smith,1.45,4.33,6.5,1.47,4.4,7.07,2026-07-20T17:15:40.625188,,,,,,,,,,,,
2024/2025,eng.1,E0,03/05/2025,Leicester,Southampton,2,0,H,D Webb,2.3,3.6,2.88,2.33,3.62,2.93,2026-07-20T17:15:40.625207,,,,,,,,,,,,
2024/2025,eng.1,E0,03/05/2025,Arsenal,Bournemouth,1,2,A,J Gillett,2.05,3.7,3.4,2.08,3.6,3.47,2026-07-20T17:15:40.625224,,,,,,,,,,,,
2024/2025,eng.1,E0,04/05/2025,Brentford,Man United,4,3,H,A Taylor,1.65,4.1,4.75,1.67,4.14,4.74,2026-07-20T17:15:40.625242,,,,,,,,,,,,
2024/2025,eng.1,E0,04/05/2025,Brighton,Newcastle,1,1,D,C Pawson,2.88,3.7,2.3,2.86,3.77,2.31,2026-07-20T17:15:40.625263,,,,,,,,,,,,
2024/2025,eng.1,E0,04/05/2025,West Ham,Tottenham,1,1,D,M Oliver,2.1,3.7,3.25,2.1,3.73,3.31,2026-07-20T17:15:40.625284,,,,,,,,,,,,
2024/2025,eng.1,E0,04/05/2025,Chelsea,Liverpool,3,1,H,S Hooper,2.15,3.7,3.1,2.18,3.71,3.14,2026-07-20T17:15:40.625303,,,,,,,,,,,,
2024/2025,eng.1,E0,05/05/2025,Crystal Palace,Nott'm Forest,1,1,D,A Madley,2.25,3.4,3.2,2.29,3.38,3.15,2026-07-20T17:15:40.625327,,,,,,,,,,,,
2024/2025,eng.1,E0,10/05/2025,Fulham,Everton,1,3,A,M Salisbury,1.82,3.4,4.5,1.87,3.55,4.32,2026-07-20T17:15:40.625345,,,,,,,,,,,,
2024/2025,eng.1,E0,10/05/2025,Ipswich,Brentford,0,1,A,S Barrott,5.0,4.0,1.65,4.94,4.2,1.65,2026-07-20T17:15:40.625362,,,,,,,,,,,,
2024/2025,eng.1,E0,10/05/2025,Southampton,Man City,0,0,D,T Robinson,11.0,7.5,1.2,13.37,7.58,1.19,2026-07-20T17:15:40.625381,,,,,,,,,,,,
2024/2025,eng.1,E0,10/05/2025,Wolves,Brighton,0,2,A,M Oliver,2.7,3.5,2.5,2.73,3.47,2.54,2026-07-20T17:15:40.625398,,,,,,,,,,,,
2024/2025,eng.1,E0,10/05/2025,Bournemouth,Aston Villa,0,1,A,S Attwell,2.4,3.6,2.75,2.45,3.68,2.71,2026-07-20T17:15:40.625416,,,,,,,,,,,,
2024/2025,eng.1,E0,11/05/2025,Newcastle,Chelsea,2,0,H,J Brooks,2.1,3.75,3.1,2.13,3.76,3.18,2026-07-20T17:15:40.625434,,,,,,,,,,,,
2024/2025,eng.1,E0,11/05/2025,Man United,West Ham,0,2,A,J Gillett,1.9,3.6,4.0,1.92,3.72,3.83,2026-07-20T17:15:40.625451,,,,,,,,,,,,
2024/2025,eng.1,E0,11/05/2025,Nott'm Forest,Leicester,2,2,D,T Harrington,1.33,5.25,8.0,1.33,5.34,8.83,2026-07-20T17:15:40.625469,,,,,,,,,,,,
2024/2025,eng.1,E0,11/05/2025,Tottenham,Crystal Palace,0,2,A,C Kavanagh,2.63,3.6,2.5,2.65,3.68,2.5,2026-07-20T17:15:40.625487,,,,,,,,,,,,
2024/2025,eng.1,E0,11/05/2025,Liverpool,Arsenal,2,2,D,A Taylor,2.0,3.6,3.6,2.06,3.54,3.57,2026-07-20T17:15:40.625504,,,,,,,,,,,,
2024/2025,eng.1,E0,16/05/2025,Aston Villa,Tottenham,2,0,H,P Bankes,1.3,6.0,8.5,1.32,5.95,8.45,2026-07-20T17:15:40.625522,,,,,,,,,,,,
2024/2025,eng.1,E0,16/05/2025,Chelsea,Man United,1,0,H,C Kavanagh,1.44,5.0,6.25,1.46,4.9,6.51,2026-07-20T17:15:40.625540,,,,,,,,,,,,
2024/2025,eng.1,E0,18/05/2025,Everton,Southampton,2,0,H,M Oliver,1.4,4.75,7.5,1.4,4.79,7.93,2026-07-20T17:15:40.625558,,,,,,,,,,,,
2024/2025,eng.1,E0,18/05/2025,West Ham,Nott'm Forest,1,2,A,S Barrott,2.75,3.3,2.55,2.8,3.4,2.53,2026-07-20T17:15:40.625576,,,,,,,,,,,,
2024/2025,eng.1,E0,18/05/2025,Brentford,Fulham,2,3,A,J Gillett,1.91,3.9,3.6,1.93,3.9,3.64,2026-07-20T17:15:40.625598,,,,,,,,,,,,
2024/2025,eng.1,E0,18/05/2025,Leicester,Ipswich,2,0,H,A Kitchen,2.3,3.6,2.9,2.33,3.59,2.94,2026-07-20T17:15:40.625616,,,,,,,,,,,,
2024/2025,eng.1,E0,18/05/2025,Arsenal,Newcastle,1,0,H,S Hooper,1.95,3.7,3.7,2.01,3.59,3.7,2026-07-20T17:15:40.625635,,,,,,,,,,,,
2024/2025,eng.1,E0,19/05/2025,Brighton,Liverpool,3,2,H,J Brooks,2.6,3.75,2.45,2.63,3.82,2.46,2026-07-20T17:15:40.625653,,,,,,,,,,,,
2024/2025,eng.1,E0,20/05/2025,Crystal Palace,Wolves,4,2,H,D Webb,2.25,3.3,3.2,2.27,3.32,3.26,2026-07-20T17:15:40.625672,,,,,,,,,,,,
2024/2025,eng.1,E0,20/05/2025,Man City,Bournemouth,3,1,H,T Bramall,1.55,4.33,5.75,1.55,4.51,5.49,2026-07-20T17:15:40.625689,,,,,,,,,,,,
2024/2025,eng.1,E0,25/05/2025,Bournemouth,Leicester,2,0,H,L Smith,1.33,5.25,8.5,1.33,5.61,8.35,2026-07-20T17:15:40.625707,,,,,,,,,,,,
2024/2025,eng.1,E0,25/05/2025,Fulham,Man City,0,2,A,A Madley,5.0,4.2,1.6,5.15,4.28,1.61,2026-07-20T17:15:40.625734,,,,,,,,,,,,
2024/2025,eng.1,E0,25/05/2025,Ipswich,West Ham,1,3,A,T Robinson,3.0,3.8,2.2,2.99,3.85,2.21,2026-07-20T17:15:40.625752,,,,,,,,,,,,
2024/2025,eng.1,E0,25/05/2025,Liverpool,Crystal Palace,1,1,D,D England,1.4,6.0,5.75,1.4,5.65,6.27,2026-07-20T17:15:40.625773,,,,,,,,,,,,
2024/2025,eng.1,E0,25/05/2025,Man United,Aston Villa,2,0,H,T Bramall,4.33,4.2,1.7,4.37,4.16,1.73,2026-07-20T17:15:40.625792,,,,,,,,,,,,
2024/2025,eng.1,E0,25/05/2025,Newcastle,Everton,0,1,A,T Harrington,1.33,5.5,8.5,1.32,5.6,8.77,2026-07-20T17:15:40.625810,,,,,,,,,,,,
2024/2025,eng.1,E0,25/05/2025,Nott'm Forest,Chelsea,0,1,A,A Taylor,3.0,3.75,2.2,3.09,3.72,2.2,2026-07-20T17:15:40.625827,,,,,,,,,,,,
2024/2025,eng.1,E0,25/05/2025,Southampton,Arsenal,1,2,A,D Bond,8.5,6.0,1.3,9.45,5.83,1.29,2026-07-20T17:15:40.625849,,,,,,,,,,,,
2024/2025,eng.1,E0,25/05/2025,Tottenham,Brighton,1,4,A,R Jones,4.2,4.33,1.7,4.23,4.43,1.71,2026-07-20T17:15:40.625866,,,,,,,,,,,,
2024/2025,eng.1,E0,25/05/2025,Wolves,Brentford,1,1,D,C Pawson,2.7,3.7,2.45,2.71,3.76,2.43,2026-07-20T17:15:40.625884,,,,,,,,,,,,
2024/2025,esp.1,SP1,15/08/2024,Ath Bilbao,Getafe,1,1,D,,1.48,4.0,8.0,1.51,4.04,7.61,2026-07-20T17:15:42.497987,,,,,,,,,,,,
2024/2025,esp.1,SP1,15/08/2024,Betis,Girona,1,1,D,,2.35,3.4,3.0,2.4,3.38,3.02,2026-07-20T17:15:42.498104,,,,,,,,,,,,
2024/2025,esp.1,SP1,16/08/2024,Celta,Alaves,2,1,H,,2.0,3.2,4.1,2.03,3.32,4.02,2026-07-20T17:15:42.498130,,,,,,,,,,,,
2024/2025,esp.1,SP1,16/08/2024,Las Palmas,Sevilla,2,2,D,,2.8,3.25,2.63,2.83,3.21,2.65,2026-07-20T17:15:42.498152,,,,,,,,,,,,
2024/2025,esp.1,SP1,17/08/2024,Osasuna,Leganes,1,1,D,,1.85,3.3,4.5,1.88,3.44,4.48,2026-07-20T17:15:42.498171,,,,,,,,,,,,
2024/2025,esp.1,SP1,17/08/2024,Valencia,Barcelona,1,2,A,,4.75,3.8,1.73,4.76,3.87,1.74,2026-07-20T17:15:42.498190,,,,,,,,,,,,
2024/2025,esp.1,SP1,18/08/2024,Sociedad,Vallecano,1,2,A,,1.57,3.75,7.0,1.59,3.74,6.63,2026-07-20T17:15:42.498210,,,,,,,,,,,,
2024/2025,esp.1,SP1,18/08/2024,Mallorca,Real Madrid,1,1,D,,8.0,4.2,1.45,7.33,4.34,1.47,2026-07-20T17:15:42.498230,,,,,,,,,,,,
2024/2025,esp.1,SP1,19/08/2024,Valladolid,Espanol,1,0,H,,2.38,3.0,3.4,2.36,3.1,3.34,2026-07-20T17:15:42.498265,,,,,,,,,,,,
2024/2025,esp.1,SP1,19/08/2024,Villarreal,Ath Madrid,2,2,D,,3.3,3.7,2.1,3.33,3.67,2.12,2026-07-20T17:15:42.498285,,,,,,,,,,,,
2024/2025,esp.1,SP1,23/08/2024,Celta,Valencia,3,1,H,,2.1,3.4,3.6,2.12,3.35,3.65,2026-07-20T17:15:42.498312,,,,,,,,,,,,
2024/2025,esp.1,SP1,23/08/2024,Sevilla,Villarreal,1,2,A,,2.4,3.6,2.8,2.4,3.55,2.88,2026-07-20T17:15:42.498332,,,,,,,,,,,,
2024/2025,esp.1,SP1,24/08/2024,Osasuna,Mallorca,1,0,H,,2.45,3.1,3.1,2.47,3.01,3.22,2026-07-20T17:15:42.498350,,,,,,,,,,,,
2024/2025,esp.1,SP1,24/08/2024,Barcelona,Ath Bilbao,2,1,H,,1.62,4.2,5.0,1.64,4.18,5.05,2026-07-20T17:15:42.498369,,,,,,,,,,,,
2024/2025,esp.1,SP1,24/08/2024,Espanol,Sociedad,0,1,A,,3.9,3.2,2.05,4.0,3.13,2.1,2026-07-20T17:15:42.498387,,,,,,,,,,,,
2024/2025,esp.1,SP1,24/08/2024,Getafe,Vallecano,0,0,D,,2.45,3.0,3.2,2.5,2.93,3.27,2026-07-20T17:15:42.498412,,,,,,,,,,,,
2024/2025,esp.1,SP1,25/08/2024,Real Madrid,Valladolid,3,0,H,,1.18,7.5,15.0,1.17,7.96,15.17,2026-07-20T17:15:42.498434,,,,,,,,,,,,
2024/2025,esp.1,SP1,25/08/2024,Leganes,Las Palmas,2,1,H,,2.25,3.0,3.6,2.29,2.99,3.64,2026-07-20T17:15:42.498453,,,,,,,,,,,,
2024/2025,esp.1,SP1,25/08/2024,Alaves,Betis,0,0,D,,2.38,3.1,3.25,2.4,3.12,3.21,2026-07-20T17:15:42.498471,,,,,,,,,,,,
2024/2025,esp.1,SP1,25/08/2024,Ath Madrid,Girona,3,0,H,,1.6,4.1,5.5,1.6,4.27,5.31,2026-07-20T17:15:42.498492,,,,,,,,,,,,
2024/2025,esp.1,SP1,26/08/2024,Villarreal,Celta,4,3,H,,1.91,3.4,3.8,1.96,3.56,3.82,2026-07-20T17:15:42.498512,,,,,,,,,,,,
2024/2025,esp.1,SP1,27/08/2024,Mallorca,Sevilla,0,0,D,,2.38,3.1,3.25,2.41,3.11,3.26,2026-07-20T17:15:42.498537,,,,,,,,,,,,
2024/2025,esp.1,SP1,27/08/2024,Vallecano,Barcelona,1,2,A,,5.25,3.8,1.62,5.33,3.95,1.66,2026-07-20T17:15:42.498558,,,,,,,,,,,,
2024/2025,esp.1,SP1,28/08/2024,Ath Bilbao,Valencia,1,0,H,,1.62,3.9,5.75,1.62,3.89,5.91,2026-07-20T17:15:42.498577,,,,,,,,,,,,
2024/2025,esp.1,SP1,28/08/2024,Valladolid,Leganes,0,0,D,,2.3,3.0,3.6,2.32,3.01,3.58,2026-07-20T17:15:42.498595,,,,,,,,,,,,
2024/2025,esp.1,SP1,28/08/2024,Ath Madrid,Espanol,0,0,D,,1.3,5.25,11.0,1.3,5.42,11.24,2026-07-20T17:15:42.498613,,,,,,,,,,,,
2024/2025,esp.1,SP1,28/08/2024,Sociedad,Alaves,1,2,A,,1.7,3.5,5.75,1.71,3.57,5.64,2026-07-20T17:15:42.498631,,,,,,,,,,,,
2024/2025,esp.1,SP1,29/08/2024,Girona,Osasuna,4,0,H,,1.7,4.0,4.33,1.73,3.94,4.53,2026-07-20T17:15:42.498652,,,,,,,,,,,,
2024/2025,esp.1,SP1,29/08/2024,Las Palmas,Real Madrid,1,1,D,,8.0,5.0,1.38,8.01,5.09,1.38,2026-07-20T17:15:42.498669,,,,,,,,,,,,
2024/2025,esp.1,SP1,31/08/2024,Barcelona,Valladolid,7,0,H,,1.25,6.25,10.0,1.25,6.45,11.72,2026-07-20T17:15:42.498688,,,,,,,,,,,,
2024/2025,esp.1,SP1,31/08/2024,Ath Bilbao,Ath Madrid,0,1,A,,3.0,3.3,2.38,3.01,3.34,2.43,2026-07-20T17:15:42.498709,,,,,,,,,,,,
2024/2025,esp.1,SP1,31/08/2024,Espanol,Vallecano,2,1,H,,2.8,3.0,2.8,2.78,3.03,2.84,2026-07-20T17:15:42.498749,,,,,,,,,,,,
2024/2025,esp.1,SP1,31/08/2024,Leganes,Mallorca,0,1,A,,2.5,3.0,3.2,2.56,2.9,3.27,2026-07-20T17:15:42.498769,,,,,,,,,,,,
2024/2025,esp.1,SP1,31/08/2024,Valencia,Villarreal,1,1,D,,2.8,3.4,2.45,2.84,3.45,2.49,2026-07-20T17:15:42.498794,,,,,,,,,,,,
2024/2025,esp.1,SP1,01/09/2024,Alaves,Las Palmas,2,0,H,,1.95,3.4,4.0,1.96,3.35,4.25,2026-07-20T17:15:42.498818,,,,,,,,,,,,
2024/2025,esp.1,SP1,01/09/2024,Osasuna,Celta,3,2,H,,2.45,3.25,3.0,2.46,3.31,2.99,2026-07-20T17:15:42.498847,,,,,,,,,,,,
2024/2025,esp.1,SP1,01/09/2024,Sevilla,Girona,0,2,A,,2.35,3.8,2.75,2.37,3.73,2.82,2026-07-20T17:15:42.498884,,,,,,,,,,,,
2024/2025,esp.1,SP1,01/09/2024,Getafe,Sociedad,0,0,D,,3.5,2.9,2.38,3.52,2.87,2.43,2026-07-20T17:15:42.498911,,,,,,,,,,,,
2024/2025,esp.1,SP1,01/09/2024,Real Madrid,Betis,2,0,H,,1.29,5.75,9.5,1.29,5.91,10.17,2026-07-20T17:15:42.498930,,,,,,,,,,,,
2024/2025,esp.1,SP1,13/09/2024,Betis,Leganes,2,0,H,,1.62,3.7,6.25,1.65,3.72,6.06,2026-07-20T17:15:42.498948,,,,,,,,,,,,
2024/2025,esp.1,SP1,14/09/2024,Mallorca,Villarreal,1,2,A,,2.45,3.4,2.88,2.5,3.27,2.96,2026-07-20T17:15:42.498966,,,,,,,,,,,,
2024/2025,esp.1,SP1,14/09/2024,Espanol,Alaves,3,2,H,,2.63,3.2,2.8,2.72,3.07,2.87,2026-07-20T17:15:42.498983,,,,,,,,,,,,
2024/2025,esp.1,SP1,14/09/2024,Sevilla,Getafe,1,0,H,,2.2,3.0,3.7,2.24,3.09,3.66,2026-07-20T17:15:42.499001,,,,,,,,,,,,
2024/2025,esp.1,SP1,14/09/2024,Sociedad,Real Madrid,0,2,A,,4.75,3.9,1.67,5.07,3.87,1.7,2026-07-20T17:15:42.499019,,,,,,,,,,,,
2024/2025,esp.1,SP1,15/09/2024,Celta,Valladolid,3,1,H,,1.67,3.75,5.5,1.68,3.97,5.06,2026-07-20T17:15:42.499037,,,,,,,,,,,,
2024/2025,esp.1,SP1,15/09/2024,Girona,Barcelona,1,4,A,,4.2,3.8,1.8,4.05,3.97,1.84,2026-07-20T17:15:42.499055,,,,,,,,,,,,
2024/2025,esp.1,SP1,15/09/2024,Las Palmas,Ath Bilbao,2,3,A,,3.8,3.4,2.0,3.8,3.43,2.04,2026-07-20T17:15:42.499073,,,,,,,,,,,,
2024/2025,esp.1,SP1,15/09/2024,Ath Madrid,Valencia,3,0,H,,1.33,4.5,11.0,1.35,4.98,9.83,2026-07-20T17:15:42.499091,,,,,,,,,,,,
2024/2025,esp.1,SP1,16/09/2024,Vallecano,Osasuna,3,1,H,,2.05,3.1,4.0,2.1,3.17,3.95,2026-07-20T17:15:42.499109,,,,,,,,,,,,
2024/2025,esp.1,SP1,17/09/2024,Mallorca,Sociedad,1,0,H,,2.9,2.75,3.0,2.88,2.81,2.93,2026-07-20T17:15:42.499127,,,,,,,,,,,,
2024/2025,esp.1,SP1,18/09/2024,Betis,Getafe,2,1,H,,1.91,3.0,5.0,1.98,3.08,4.64,2026-07-20T17:15:42.499146,,,,,,,,,,,,
2024/2025,esp.1,SP1,19/09/2024,Leganes,Ath Bilbao,0,2,A,,3.75,3.2,2.05,4.03,3.17,2.07,2026-07-20T17:15:42.499164,,,,,,,,,,,,
2024/2025,esp.1,SP1,20/09/2024,Alaves,Sevilla,2,1,H,,2.15,3.1,3.7,2.18,3.26,3.63,2026-07-20T17:15:42.499182,,,,,,,,,,,,
2024/2025,esp.1,SP1,21/09/2024,Valladolid,Sociedad,0,0,D,,3.9,3.0,2.2,3.79,3.07,2.19,2026-07-20T17:15:42.499200,,,,,,,,,,,,
2024/2025,esp.1,SP1,21/09/2024,Osasuna,Las Palmas,2,1,H,,1.9,3.4,4.2,1.92,3.44,4.33,2026-07-20T17:15:42.499218,,,,,,,,,,,,
2024/2025,esp.1,SP1,21/09/2024,Valencia,Girona,2,0,H,,2.88,3.3,2.5,2.89,3.35,2.51,2026-07-20T17:15:42.499235,,,,,,,,,,,,
2024/2025,esp.1,SP1,21/09/2024,Real Madrid,Espanol,4,1,H,,1.17,7.0,19.0,1.16,8.07,16.79,2026-07-20T17:15:42.499253,,,,,,,,,,,,
2024/2025,esp.1,SP1,22/09/2024,Getafe,Leganes,1,1,D,,2.05,2.8,4.75,2.05,2.88,4.77,2026-07-20T17:15:42.499271,,,,,,,,,,,,
2024/2025,esp.1,SP1,22/09/2024,Ath Bilbao,Celta,3,1,H,,1.7,3.7,5.25,1.71,3.96,4.83,2026-07-20T17:15:42.499289,,,,,,,,,,,,
2024/2025,esp.1,SP1,22/09/2024,Villarreal,Barcelona,1,5,A,,3.9,3.9,1.85,3.74,4.09,1.87,2026-07-20T17:15:42.499307,,,,,,,,,,,,
2024/2025,esp.1,SP1,22/09/2024,Vallecano,Ath Madrid,1,1,D,,5.0,3.4,1.8,4.79,3.52,1.81,2026-07-20T17:15:42.499325,,,,,,,,,,,,
2024/2025,esp.1,SP1,23/09/2024,Betis,Mallorca,1,2,A,,1.85,3.3,4.75,1.89,3.29,4.73,2026-07-20T17:15:42.499343,,,,,,,,,,,,
2024/2025,esp.1,SP1,24/09/2024,Sevilla,Valladolid,2,1,H,,1.65,3.8,5.5,1.68,3.83,5.45,2026-07-20T17:15:42.499365,,,,,,,,,,,,
2024/2025,esp.1,SP1,24/09/2024,Valencia,Osasuna,0,0,D,,2.0,3.1,4.0,2.08,3.16,4.08,2026-07-20T17:15:42.499384,,,,,,,,,,,,
2024/2025,esp.1,SP1,24/09/2024,Real Madrid,Alaves,3,2,H,,1.2,6.5,13.0,1.19,7.37,16.0,2026-07-20T17:15:42.499402,,,,,,,,,,,,
2024/2025,esp.1,SP1,25/09/2024,Girona,Vallecano,0,0,D,,1.73,3.7,4.5,1.76,3.81,4.66,2026-07-20T17:15:42.499420,,,,,,,,,,,,
2024/2025,esp.1,SP1,25/09/2024,Barcelona,Getafe,1,0,H,,1.25,6.25,10.0,1.23,6.47,12.83,2026-07-20T17:15:42.499438,,,,,,,,,,,,
2024/2025,esp.1,SP1,26/09/2024,Espanol,Villarreal,1,2,A,,3.25,3.5,2.15,3.38,3.46,2.18,2026-07-20T17:15:42.499456,,,,,,,,,,,,
2024/2025,esp.1,SP1,26/09/2024,Las Palmas,Betis,1,1,D,,3.1,3.1,2.38,3.09,3.25,2.41,2026-07-20T17:15:42.499475,,,,,,,,,,,,
2024/2025,esp.1,SP1,26/09/2024,Celta,Ath Madrid,0,1,A,,3.8,3.7,1.91,3.82,3.74,1.94,2026-07-20T17:15:42.499492,,,,,,,,,,,,
2024/2025,esp.1,SP1,27/09/2024,Valladolid,Mallorca,1,2,A,,3.0,2.9,2.63,3.03,2.9,2.72,2026-07-20T17:15:42.499510,,,,,,,,,,,,
2024/2025,esp.1,SP1,28/09/2024,Getafe,Alaves,2,0,H,,2.55,2.88,3.1,2.63,2.8,3.27,2026-07-20T17:15:42.499528,,,,,,,,,,,,
2024/2025,esp.1,SP1,28/09/2024,Vallecano,Leganes,1,1,D,,1.9,3.0,5.0,1.94,3.14,4.79,2026-07-20T17:15:42.499546,,,,,,,,,,,,
2024/2025,esp.1,SP1,28/09/2024,Sociedad,Valencia,3,0,H,,1.85,3.25,4.75,1.91,3.29,4.62,2026-07-20T17:15:42.499563,,,,,,,,,,,,
2024/2025,esp.1,SP1,28/09/2024,Osasuna,Barcelona,4,2,H,,7.0,4.5,1.45,6.38,4.76,1.47,2026-07-20T17:15:42.499581,,,,,,,,,,,,
2024/2025,esp.1,SP1,29/09/2024,Celta,Girona,1,1,D,,2.1,3.6,3.25,2.16,3.65,3.26,2026-07-20T17:15:42.499599,,,,,,,,,,,,
2024/2025,esp.1,SP1,29/09/2024,Ath Bilbao,Sevilla,1,1,D,,1.7,3.7,5.0,1.72,3.83,4.9,2026-07-20T17:15:42.499617,,,,,,,,,,,,
2024/2025,esp.1,SP1,29/09/2024,Betis,Espanol,1,0,H,,1.65,3.4,5.75,1.67,3.77,5.58,2026-07-20T17:15:42.499641,,,,,,,,,,,,
2024/2025,esp.1,SP1,29/09/2024,Ath Madrid,Real Madrid,1,1,D,,2.8,3.3,2.5,2.79,3.44,2.52,2026-07-20T17:15:42.499660,,,,,,,,,,,,
2024/2025,esp.1,SP1,30/09/2024,Villarreal,Las Palmas,3,1,H,,1.45,4.33,6.5,1.48,4.71,6.37,2026-07-20T17:15:42.499679,,,,,,,,,,,,
2024/2025,esp.1,SP1,04/10/2024,Leganes,Valencia,0,0,D,,2.9,2.88,2.8,3.0,2.82,2.83,2026-07-20T17:15:42.499697,,,,,,,,,,,,
2024/2025,esp.1,SP1,05/10/2024,Espanol,Mallorca,2,1,H,,3.1,3.0,2.55,3.2,2.92,2.58,2026-07-20T17:15:42.499715,,,,,,,,,,,,
2024/2025,esp.1,SP1,05/10/2024,Getafe,Osasuna,1,1,D,,2.2,2.9,3.9,2.23,2.95,3.87,2026-07-20T17:15:42.499768,,,,,,,,,,,,
2024/2025,esp.1,SP1,05/10/2024,Las Palmas,Celta,0,1,A,,3.1,3.5,2.25,3.12,3.58,2.26,2026-07-20T17:15:42.499787,,,,,,,,,,,,
2024/2025,esp.1,SP1,05/10/2024,Valladolid,Vallecano,1,2,A,,3.1,3.0,2.5,3.13,3.01,2.56,2026-07-20T17:15:42.499805,,,,,,,,,,,,
2024/2025,esp.1,SP1,05/10/2024,Real Madrid,Villarreal,2,0,H,,1.27,6.25,8.5,1.27,6.6,9.69,2026-07-20T17:15:42.499825,,,,,,,,,,,,
2024/2025,esp.1,SP1,06/10/2024,Girona,Ath Bilbao,2,1,H,,2.35,3.3,3.1,2.42,3.27,3.1,2026-07-20T17:15:42.499844,,,,,,,,,,,,
2024/2025,esp.1,SP1,06/10/2024,Alaves,Barcelona,0,3,A,,5.25,4.5,1.57,5.5,4.4,1.57,2026-07-20T17:15:42.499861,,,,,,,,,,,,
2024/2025,esp.1,SP1,06/10/2024,Sevilla,Betis,1,0,H,,2.45,3.2,3.0,2.52,3.21,2.97,2026-07-20T17:15:42.499879,,,,,,,,,,,,
2024/2025,esp.1,SP1,06/10/2024,Sociedad,Ath Madrid,1,1,D,,3.3,3.2,2.3,3.31,3.16,2.35,2026-07-20T17:15:42.499897,,,,,,,,,,,,
2024/2025,esp.1,SP1,18/10/2024,Alaves,Valladolid,2,3,A,,1.62,3.9,5.75,1.65,3.82,5.82,2026-07-20T17:15:42.499919,,,,,,,,,,,,
2024/2025,esp.1,SP1,19/10/2024,Ath Bilbao,Espanol,4,1,H,,1.45,4.2,7.5,1.46,4.32,7.98,2026-07-20T17:15:42.499941,,,,,,,,,,,,
2024/2025,esp.1,SP1,19/10/2024,Osasuna,Betis,1,2,A,,2.5,3.4,2.7,2.58,3.3,2.83,2026-07-20T17:15:42.499962,,,,,,,,,,,,
2024/2025,esp.1,SP1,19/10/2024,Girona,Sociedad,0,1,A,,2.4,3.4,2.88,2.51,3.29,2.93,2026-07-20T17:15:42.499980,,,,,,,,,,,,
