team_name,team_name_en,team_name_cn,league,d82_total_value,d83_starter_value,d82_unit,data_source,fetched_at
Millwall FC,Millwall FC,Millwall FC,eng.2,52670000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Milton Keynes Dons,Milton Keynes Dons,Milton Keynes Dons,eng.4,15470000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Minnesota United FC,Minnesota United FC,Minnesota United FC,usa.1,39620000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Mjällby AIF,Mjällby AIF,Mjällby AIF,swe.1,30720000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Modena,Modena,Modena,ita.2,33915000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Mohammedan SC,Mohammedan SC,Mohammedan SC,sui.1,4745000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Mohun Bagan Super Giant,Mohun Bagan Super Giant,Mohun Bagan Super Giant,sui.1,13360000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Molde FK,Molde FK,Molde FK,nor.1,34325000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Montpellier HSC,Montpellier HSC,Montpellier HSC,fra.2,45125000.0,3500000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Monza,Monza,Monza,ita.2,72850000.0,29000000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Moreirense FC,Moreirense FC,Moreirense FC,por.1,42220000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Motherwell FC,Motherwell FC,Motherwell FC,sco.1,22155000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Motor Lublin,Motor Lublin,Motor Lublin,pol.1,22400000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Mumbai City FC,Mumbai City FC,Mumbai City FC,sui.1,6280000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Mushuc Runa,Mushuc Runa,Mushuc Runa,ita.1,14020000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Málaga CF,Málaga CF,Málaga CF,esp.2,40500000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
NAC Breda,NAC Breda,NAC Breda,ned.1,30450000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
NEC Nijmegen,NEC Nijmegen,NEC Nijmegen,ned.1,48500000.0,1900000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
NEOM SC,NEOM SC,NEOM SC,bel.1,79530000.0,42300000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Nacional Potosí,Nacional Potosí,Nacional Potosí,División_de_Fútbol_Profesional,10685000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Napoli,Napoli,Napoli,ita.1,520250000.0,503000000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Nashville SC,Nashville SC,Nashville SC,usa.1,44960000.0,20600000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
New England Revolution,New England Revolution,New England Revolution,usa.1,47250000.0,14000000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
New York City FC,New York City FC,New York City FC,usa.1,35085000.0,7500000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
New York Red Bulls,New York Red Bulls,New York Red Bulls,usa.1,45620000.0,12900000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Newcastle Jets,Newcastle Jets,Newcastle Jets,aus.1,13135000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Newcastle United,Newcastle United,Newcastle United,eng.1,586060000.0,570500000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Newell's Old Boys,Newell's Old Boys,Newell's Old Boys,arg.1,37105000.0,4300000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Newport County,Newport County,Newport County,eng.4,9595000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
NorthEast United,NorthEast United,NorthEast United,sui.1,9800000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Northampton Town,Northampton Town,Northampton Town,eng.3,13665000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Norwich City,Norwich City,Norwich City,eng.2,74175000.0,7500000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Nottingham Forest,Nottingham Forest,Nottingham Forest,eng.1,446800000.0,423500000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Notts County,Notts County,Notts County,eng.4,14495000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
OGC Nice,OGC Nice,OGC Nice,fra.1,203975000.0,156000000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Odense Boldklub,Odense Boldklub,Odense Boldklub,den.1,22710000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Odisha FC,Odisha FC,Odisha FC,sui.1,4155000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Oldham Athletic,Oldham Athletic,Oldham Athletic,eng.4,8200000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Olympiacos FC,Olympiacos FC,Olympiacos FC,sui.1,210800000.0,178400000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Olympique Lyonnais,Olympique Lyonnais,Olympique Lyonnais,fra.1,192800000.0,149500000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Olympique de Marseille,Olympique de Marseille,Olympique de Marseille,fra.1,400190000.0,381400000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Once Caldas,Once Caldas,Once Caldas,Categoría_Primera_A,29160000.0,1900000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Orlando City SC,Orlando City SC,Orlando City SC,usa.1,35215000.0,3600000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Oud-Heverlee Leuven,Oud-Heverlee Leuven,Oud-Heverlee Leuven,bel.1,45050000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Oxford United,Oxford United,Oxford United,eng.2,41425000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Oțelul Galați,Oțelul Galați,Oțelul Galați,rou.1,15085000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
PEC Zwolle,PEC Zwolle,PEC Zwolle,ned.1,34150000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Padova,Padova,Padova,ita.2,25000000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Palermo FC,Palermo FC,Palermo FC,ita.2,57809999.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Palmeiras,Palmeiras,Palmeiras,bra.1,118300000.0,94300000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Panathinaikos FC,Panathinaikos FC,Panathinaikos FC,sui.1,125225000.0,58800000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Paris FC,Paris FC,Paris FC,fra.1,106960000.0,65900000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Paris Saint-Germain,Paris Saint-Germain,Paris Saint-Germain,fra.1,1211650000.0,1207000000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Parma,Parma,Parma,ita.1,110110000.0,30900000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Pau FC,Pau FC,Pau FC,fra.2,19015000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Perth Glory,Perth Glory,Perth Glory,aus.1,11945000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Pescara,Pescara,Pescara,ita.2,33925000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Peterborough United,Peterborough United,Peterborough United,eng.3,24530000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Peñarol,Peñarol,Peñarol,Primera_División,56600000.0,18500000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Philadelphia Union,Philadelphia Union,Philadelphia Union,usa.1,35395000.0,5950000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Piast Gliwice,Piast Gliwice,Piast Gliwice,pol.1,17790000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Pisa,Pisa,Pisa,ita.1,66260000.0,19200000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Platense,Platense,Platense,arg.1,43835000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Plymouth Argyle,Plymouth Argyle,Plymouth Argyle,eng.3,24930000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Pogoń Szczecin,Pogoń Szczecin,Pogoń Szczecin,pol.1,27400000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Pohang Steelers,Pohang Steelers,Pohang Steelers,kor.1,24940000.0,4800000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Port Vale,Port Vale,Port Vale,eng.3,17520000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Portland Timbers,Portland Timbers,Portland Timbers,usa.1,48639999.0,13500000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Portsmouth,Portsmouth,Portsmouth,eng.2,48140000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Preston North End,Preston North End,Preston North End,eng.2,43975000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Punjab FC,Punjab FC,Punjab FC,sui.1,2255000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Qarabağ FK,Qarabağ FK,Qarabağ FK,Premyer_Liqa,31950000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Qingdao Hainiu FC,Qingdao Hainiu FC,Qingdao Hainiu FC,sui.1,9209000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Qingdao West Coast FC,Qingdao West Coast FC,Qingdao West Coast FC,sui.1,14290000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Queens Park Rangers,Queens Park Rangers,Queens Park Rangers,eng.2,56675000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
RAAL La Louvière,RAAL La Louvière,RAAL La Louvière,bel.1,23935000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
RB Leipzig,RB Leipzig,RB Leipzig,ger.1,363475000.0,326900000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
RC Celta,RC Celta,RC Celta,esp.1,226600000.0,169500000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
RC Deportivo de La Coruña,RC Deportivo de La Coruña,RC Deportivo de La Coruña,esp.2,56374999.0,17000000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
RC Lens,RC Lens,RC Lens,fra.1,98149999.0,41700000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
RC Strasbourg Alsace,RC Strasbourg Alsace,RC Strasbourg Alsace,fra.1,201950000.0,128000000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
RCD Espanyol,RCD Espanyol,RCD Espanyol,esp.1,135800000.0,79500000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
RCD Mallorca,RCD Mallorca,RCD Mallorca,esp.1,199985000.0,162800000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
RSC Anderlecht,RSC Anderlecht,RSC Anderlecht,bel.1,87905000.0,13500000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Racing Club,Racing Club,Racing Club,arg.1,108000000.0,49700000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Racing Club de Montevideo,Racing Club de Montevideo,Racing Club de Montevideo,Primera_División,19500000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Racing Santander,Racing Santander,Racing Santander,esp.2,51300000.0,6000000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Radomiak Radom,Radomiak Radom,Radomiak Radom,pol.1,23035000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Raków Częstochowa,Raków Częstochowa,Raków Częstochowa,pol.1,46250000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Randers FC,Randers FC,Randers FC,den.1,30075000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Rangers FC,Rangers FC,Rangers FC,sco.1,105400000.0,31800000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Rapid Bucuresti,Rapid Bucuresti,Rapid Bucuresti,rou.1,36260000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Rayo Vallecano,Rayo Vallecano,Rayo Vallecano,esp.1,188875000.0,163000000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Reading FC,Reading FC,Reading FC,eng.3,26850000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Real Betis Balompié,Real Betis Balompié,Real Betis Balompié,esp.1,329450000.0,309000000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Real Madrid,Real Madrid,Real Madrid,esp.1,1424100000.0,1417000000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Real Oviedo,Real Oviedo,Real Oviedo,esp.1,82150000.0,25700000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Real Salt Lake,Real Salt Lake,Real Salt Lake,usa.1,34394999.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Real Sociedad,Real Sociedad,Real Sociedad,esp.1,362000000.0,305500000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Real Sociedad de Fútbol B,Real Sociedad de Fútbol B,Real Sociedad de Fútbol B,esp.2,24875000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Real Sporting de Gijón,Real Sporting de Gijón,Real Sporting de Gijón,esp.2,48500000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Real Valladolid CF,Real Valladolid CF,Real Valladolid CF,esp.2,55900000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Real Zaragoza,Real Zaragoza,Real Zaragoza,esp.2,54300000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Red Star FC,Red Star FC,Red Star FC,fra.2,24000000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Reggiana,Reggiana,Reggiana,ita.2,28575000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Rio Ave FC,Rio Ave FC,Rio Ave FC,por.1,61300000.0,7000000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
River Plate,River Plate,River Plate,arg.1,177650000.0,127200000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Rodez Aveyron Football,Rodez Aveyron Football,Rodez Aveyron Football,fra.2,24140000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Roma,Roma,Roma,ita.1,453100000.0,412000000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Rosario Central,Rosario Central,Rosario Central,arg.1,65120000.0,22400000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Rosenborg BK,Rosenborg BK,Rosenborg BK,nor.1,34650000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Rot-Weiss Essen,Rot-Weiss Essen,Rot-Weiss Essen,ger.3,20120000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Rotherham United,Rotherham United,Rotherham United,eng.3,20740000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Royal Antwerp FC,Royal Antwerp FC,Royal Antwerp FC,bel.1,56375000.0,9000000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Royal Charleroi Sporting Club,Royal Charleroi Sporting Club,Royal Charleroi Sporting Club,bel.1,40960000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
SC Freiburg,SC Freiburg,SC Freiburg,ger.1,155350000.0,98300000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
SC Heerenveen,SC Heerenveen,SC Heerenveen,ned.1,37650000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
SC Paderborn 07,SC Paderborn 07,SC Paderborn 07,ger.2,36805000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
SC Preußen Münster,SC Preußen Münster,SC Preußen Münster,ger.2,34225000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
SC Rheindorf Altach,SC Rheindorf Altach,SC Rheindorf Altach,ger.1,20395000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
SC Verl,SC Verl,SC Verl,ger.3,18870000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
SD Eibar,SD Eibar,SD Eibar,esp.2,38600000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
SD Huesca,SD Huesca,SD Huesca,esp.2,30775000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
SK Brann,SK Brann,SK Brann,nor.1,35515000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
SK Rapid,SK Rapid,SK Rapid,ger.1,54750000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
SK Slavia Praha,SK Slavia Praha,SK Slavia Praha,První_liga,135025000.0,81400000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
SK Sturm Graz,SK Sturm Graz,SK Sturm Graz,ger.1,45100000.0,5500000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
SL Benfica,SL Benfica,SL Benfica,por.1,388800000.0,342000000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
SS Juve Stabia,SS Juve Stabia,SS Juve Stabia,ita.2,33270000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
SSC Bari,SSC Bari,SSC Bari,ita.2,37545000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
SSV Jahn Regensburg,SSV Jahn Regensburg,SSV Jahn Regensburg,ger.3,19850000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
SSV Ulm 1846,SSV Ulm 1846,SSV Ulm 1846,ger.3,20425000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
SV Darmstadt 98,SV Darmstadt 98,SV Darmstadt 98,ger.2,39575000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
SV Elversberg,SV Elversberg,SV Elversberg,ger.2,32860000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
SV Ried,SV Ried,SV Ried,ger.1,18805000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
SV Waldhof Mannheim,SV Waldhof Mannheim,SV Waldhof Mannheim,ger.3,16975000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
SV Wehen Wiesbaden,SV Wehen Wiesbaden,SV Wehen Wiesbaden,ger.3,23855000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
SV Werder Bremen,SV Werder Bremen,SV Werder Bremen,ger.1,194520000.0,146100000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
SV Zulte Waregem,SV Zulte Waregem,SV Zulte Waregem,bel.1,28265000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Salford City,Salford City,Salford City,eng.4,12925000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Sampdoria,Sampdoria,Sampdoria,ita.2,48490000.0,5500000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Samsunspor,Samsunspor,Samsunspor,tur.1,60115000.0,7000000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
San Antonio Bulo Bulo,San Antonio Bulo Bulo,San Antonio Bulo Bulo,División_de_Fútbol_Profesional,15820000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
San Diego FC,San Diego FC,San Diego FC,usa.1,54635000.0,25000000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
San Jose Earthquakes,San Jose Earthquakes,San Jose Earthquakes,usa.1,41895000.0,19500000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
San Lorenzo de Almagro,San Lorenzo de Almagro,San Lorenzo de Almagro,arg.1,39849999.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Sandefjord Fotball,Sandefjord Fotball,Sandefjord Fotball,nor.1,21925000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Santa Clara,Santa Clara,Santa Clara,por.1,50450000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Sarpsborg 08 FF,Sarpsborg 08 FF,Sarpsborg 08 FF,nor.1,27075000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Sassuolo,Sassuolo,Sassuolo,ita.1,138325000.0,68600000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Seattle Sounders FC,Seattle Sounders FC,Seattle Sounders FC,usa.1,48445000.0,13700000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Servette FC,Servette FC,Servette FC,sui.1,33915000.0,9100000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Sevilla FC,Sevilla FC,Sevilla FC,esp.1,169299998.0,127400000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Shakhtar Donetsk,Shakhtar Donetsk,Shakhtar Donetsk,eng.1,104225000.0,29500000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Shamrock Rovers,Shamrock Rovers,Shamrock Rovers,Premier_Division,9310000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Shandong Taishan,Shandong Taishan,Shandong Taishan,sui.1,22840000.0,6000000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Shanghai Port,Shanghai Port,Shanghai Port,sui.1,23350000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Shanghai Shenhua,Shanghai Shenhua,Shanghai Shenhua,sui.1,26670000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Sheffield United,Sheffield United,Sheffield United,eng.2,89900000.0,19500000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Sheffield Wednesday,Sheffield Wednesday,Sheffield Wednesday,eng.2,27625000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Shelbourne FC,Shelbourne FC,Shelbourne FC,Premier_Division,10610000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Shenzhen Peng City,Shenzhen Peng City,Shenzhen Peng City,sui.1,10185000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Shrewsbury Town,Shrewsbury Town,Shrewsbury Town,eng.4,9555000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Silkeborg IF,Silkeborg IF,Silkeborg IF,den.1,28915000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Sint-Truidense VV,Sint-Truidense VV,Sint-Truidense VV,bel.1,27220000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Sligo Rovers,Sligo Rovers,Sligo Rovers,Premier_Division,6745000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Southampton,Southampton,Southampton,eng.2,97330000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
SpVgg Greuther Fürth,SpVgg Greuther Fürth,SpVgg Greuther Fürth,ger.2,32600000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Sparta Praha,Sparta Praha,Sparta Praha,První_liga,90655000.0,39000000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Sparta Rotterdam,Sparta Rotterdam,Sparta Rotterdam,ned.1,33575000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Spezia,Spezia,Spezia,ita.2,37400000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Sporting Club Bastia,Sporting Club Bastia,Sporting Club Bastia,fra.2,24200000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Sporting Clube de Braga,Sporting Clube de Braga,Sporting Clube de Braga,por.1,176324999.0,109800000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Sporting Cristal,Sporting Cristal,Sporting Cristal,Liga_1,32750000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Sporting Kansas City,Sporting Kansas City,Sporting Kansas City,usa.1,34950000.0,7500000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Sportivo Luqueño,Sportivo Luqueño,Sportivo Luqueño,División_Profesional,16610000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
St Patrick's Athletic FC,St Patrick's Athletic FC,St Patrick's Athletic FC,Premier_Division,12360000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
St. Louis CITY SC,St. Louis CITY SC,St. Louis CITY SC,usa.1,36355000.0,7300000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
St. Mirren,St. Mirren,St. Mirren,sco.1,13050000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Stade Brestois 29,Stade Brestois 29,Stade Brestois 29,fra.1,105224999.0,56400000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Stade Lavallois Mayenne FC,Stade Lavallois Mayenne FC,Stade Lavallois Mayenne FC,fra.2,19500000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Stade Rennais FC,Stade Rennais FC,Stade Rennais FC,fra.1,165800000.0,139300000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Stade de Reims,Stade de Reims,Stade de Reims,fra.2,62700000.0,14700000.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Standard de Liège,Standard de Liège,Standard de Liège,bel.1,43000000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Stevenage,Stevenage,Stevenage,eng.3,19995000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Stockport County,Stockport County,Stockport County,eng.3,24250000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Stoke City,Stoke City,Stoke City,eng.2,48375000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
Strømsgodset IF,Strømsgodset IF,Strømsgodset IF,nor.1,19815000.0,0.0,EUR,fc26_eafchub_player_aggregate_p29_336,2026-08-13
