player_id,espn_id,full_name,short_name,jersey_number,position,position_group,date_of_birth,age,height_cm,weight_kg,nationality,preferred_foot,current_team_id,created_at,updated_at,fc26_official_ea_id,fc26_official_ovr
1884,359207,Mert Kömür,M. Kömür,36,SUB,,,,,,,,,2026-08-12 10:09:38,2026-08-12 10:09:49,274226,
1885,317473,Ismaël Gharbi,I. Gharbi,11,SUB,,,,,,,,,2026-08-12 10:09:38,2026-08-12 10:09:49,263194,73
1886,322693,Nediljko Labrovic,N. Labrovic,22,SUB,,,,,,,,,2026-08-12 10:09:38,2026-08-12 10:09:49,271949,
1887,207623,Marius Wolf,M. Wolf,27,SUB,,,,,,,,,2026-08-12 10:09:38,2026-08-12 10:09:49,224425,
1888,146804,Michael Gregoritsch,M. Gregoritsch,38,F,,,,,,,,,2026-08-12 10:09:38,2026-08-12 10:09:49,199439,75
1889,332689,Rodrigo Ribeiro,R. Ribeiro,21,SUB,,,,,,,,,2026-08-12 10:09:38,2026-08-12 10:09:38,268837,68
1890,43372,Hugo Lloris,H. Lloris,1,G,,,,,,,,,2026-08-12 10:09:38,2026-08-12 10:10:17,167948,
1891,283453,Nkosi Tafari,N. Tafari,91,CD-L,,,,,,,,,2026-08-12 10:09:38,2026-08-12 10:10:17,256024,
1892,239175,Ryan Porteous,R. Porteous,5,CD-R,,,,,,,,,2026-08-12 10:09:38,2026-08-12 10:10:17,240439,71
1893,199904,Eddie Segura,E. Segura,4,LB,,,,,,,,,2026-08-12 10:09:38,2026-08-12 10:10:17,237245,
1894,218252,Sergi Palencia,S. Palencia,14,RB,,,,,,,,,2026-08-12 10:09:38,2026-08-12 10:10:17,228321,
1895,231192,Timothy Tillman,T. Tillman,11,AM,,,,,,,,,2026-08-12 10:09:38,2026-08-12 10:10:17,240319,
1896,193171,Mark Delgado,M. Delgado,8,LM,,,,,,,,,2026-08-12 10:09:38,2026-08-12 10:10:17,225647,
1897,270505,Stephen Eustáquio,S. Eustáquio,46,RM,,,,,,,,,2026-08-12 10:09:38,2026-08-12 10:10:17,242380,
1898,149945,Son Heung-Min,S. Heung-Min,7,F,,,,,,,,,2026-08-12 10:09:38,2026-08-12 10:10:17,229694,
1899,213304,Denis Bouanga,D. Bouanga,99,AM-L,,,,,,,,,2026-08-12 10:09:38,2026-08-12 10:10:17,225951,
1900,115713,David Martínez,D. Martínez,30,AM-R,,,,,,,,,2026-08-12 10:09:38,2026-08-12 10:10:17,272317,
1901,179237,Tyler Boyd,T. Boyd,19,SUB,,,,,,,,,2026-08-12 10:09:38,2026-08-12 10:10:17,211672,
1902,340613,Nathan Ordaz,N. Ordaz,27,SUB,,,,,,,,,2026-08-12 10:09:38,2026-08-12 10:10:17,275974,66
1903,370116,Artem Smolyakov,A. Smolyakov,29,SUB,,,,,,,,,2026-08-12 10:09:38,2026-08-12 10:10:17,77759,61
1904,262728,Thomas Hasal,T. Hasal,12,SUB,,,,,,,,,2026-08-12 10:09:38,2026-08-12 10:10:17,248216,63
1905,183758,Ryan Hollingshead,R. Hollingshead,24,SUB,,,,,,,,,2026-08-12 10:09:38,2026-08-12 10:10:17,221488,
1906,319023,Kenny Nielsen,K. Nielsen,45,SUB,,,,,,,,,2026-08-12 10:09:38,2026-08-12 10:10:17,78204,
1907,347031,Amin Boudri,A. Boudri,65,SUB,,,,,,,,,2026-08-12 10:09:38,2026-08-12 10:10:17,70331,
1908,295727,Ryan Raposo,R. Raposo,21,SUB,,,,,,,,,2026-08-12 10:09:38,2026-08-12 10:10:17,255772,65
1909,274296,Mathieu Choinière,M. Choinière,66,SUB,,,,,,,,,2026-08-12 10:09:38,2026-08-12 10:10:17,244680,67
1910,379566,Michael Collodi,M. Collodi,30,G,,,,,,,,,2026-08-12 10:09:38,2026-08-12 10:09:38,77128,
1911,268731,Osaze Urhoghide,O. Urhoghide,3,CD,,,,,,,,,2026-08-12 10:09:38,2026-08-12 10:09:38,244674,
1912,233460,Sebastien Ibeagha,S. Ibeagha,25,CD-L,,,,,,,,,2026-08-12 10:09:38,2026-08-12 10:09:38,232332,
1913,219275,Shaq Moore,S. Moore,18,CD-R,,,,,,,,,2026-08-12 10:09:38,2026-08-12 10:09:38,232120,
1914,283864,Christian Cappis,C. Cappis,12,CM-L,,,,,,,,,2026-08-12 10:09:38,2026-08-12 10:09:38,246310,
1915,157285,Ramiro,Ramiro,17,CM-R,,,,,,,,,2026-08-12 10:09:38,2026-08-12 10:09:38,215643,
1916,312876,Herman Johansson,H. Johansson,14,LM,,,,,,,,,2026-08-12 10:09:38,2026-08-12 10:09:38,261028,70
1917,318373,Bernard Kamungo,B. Kamungo,77,RM,,,,,,,,,2026-08-12 10:09:38,2026-08-12 10:09:38,275101,
1918,277128,Petar Musa,P. Musa,9,F,,,,,,,,,2026-08-12 10:09:38,2026-08-12 10:09:38,244797,76
1919,348870,Logan Farrington,L. Farrington,23,CF-L,,,,,,,,,2026-08-12 10:09:38,2026-08-12 10:09:38,71257,
1920,359922,Joaquín Valiente,J. Valiente,21,CF-R,,,,,,,,,2026-08-12 10:09:38,2026-08-12 10:09:38,273577,
1921,348652,Samuel Sarver,S. Sarver,28,SUB,,,,,,,,,2026-08-12 10:09:38,2026-08-12 10:09:38,79867,
1922,356357,Nolan Norris,N. Norris,32,SUB,,,,,,,,,2026-08-12 10:09:38,2026-08-12 10:09:38,272603,
1923,251801,Lalas Abubakar,L. Abubakar,5,SUB,,,,,,,,,2026-08-12 10:09:38,2026-08-12 10:09:38,237214,65
1924,297142,Patrickson Delgado,P. Delgado,8,SUB,,,,,,,,,2026-08-12 10:09:38,2026-08-12 10:09:38,256194,
1925,291608,Louicius Deedson,L. Deedson,7,SUB,,,,,,,,,2026-08-12 10:09:38,2026-08-12 10:09:38,252416,
1926,401844,Eryk Dymora,E. Dymora,98,SUB,,,,,,,,,2026-08-12 10:09:38,2026-08-12 10:09:38,,
1927,380441,Kaick,Kaick,55,SUB,,,,,,,,,2026-08-12 10:09:38,2026-08-12 10:09:38,78172,
1928,419187,Ricky Louis,R. Louis,15,SUB,,,,,,,,,2026-08-12 10:09:38,2026-08-12 10:09:38,,
1929,362657,Ran Binyamin,R. Binyamin,6,SUB,,,,,,,,,2026-08-12 10:09:38,2026-08-12 10:09:38,,
1930,272505,John Pulskamp,J. Pulskamp,1,G,,,,,,,,,2026-08-12 10:09:39,2026-08-12 10:09:39,256053,
1931,389905,Wyatt Meyer,W. Meyer,28,CD-L,,,,,,,,,2026-08-12 10:09:39,2026-08-12 10:09:39,77556,
1932,315921,Ethan Bartlow,E. Bartlow,23,CD-R,,,,,,,,,2026-08-12 10:09:39,2026-08-12 10:09:39,261763,
1933,303894,Jayden Reid,J. Reid,99,LB,,,,,,,,,2026-08-12 10:09:39,2026-08-12 10:09:39,272813,
1934,286804,Jansen Miller,J. Miller,15,RB,,,,,,,,,2026-08-12 10:09:39,2026-08-12 10:09:39,77970,
1935,259070,Shapi Suleymanov,S. Suleymanov,93,AM,,,,,,,,,2026-08-12 10:09:39,2026-08-12 10:09:39,240226,
1936,222659,Manu García,M. García,6,LM,,,,,,,,,2026-08-12 10:09:39,2026-08-12 10:09:39,223978,
1937,395357,Jacob Bartlett,J. Bartlett,16,RM,,,,,,,,,2026-08-12 10:09:39,2026-08-12 10:09:39,77490,
1938,240110,Dejan Joveljic,D. Joveljic,9,F,,,,,,,,,2026-08-12 10:09:39,2026-08-12 10:09:39,251105,
1939,293695,Calvin Harris,C. Harris,11,AM-L,,,,,,,,,2026-08-12 10:09:39,2026-08-12 10:09:39,261604,
1940,286760,Jacob Davis,J. Davis,8,AM-R,,,,,,,,,2026-08-12 10:09:39,2026-08-12 10:09:39,264390,
1941,411674,Zamir Loyo Reynaga,Z. Loyo Reynaga,61,SUB,,,,,,,,,2026-08-12 10:09:39,2026-08-12 10:09:39,,
1942,399958,Shane Donovan,S. Donovan,88,SUB,,,,,,,,,2026-08-12 10:09:39,2026-08-12 10:09:39,,
1943,286434,Lasse Berg Johnsen,L. Johnsen,4,SUB,,,,,,,,,2026-08-12 10:09:39,2026-08-12 10:09:39,248166,74
1944,401233,Pierre Lurot,P. Lurot,41,SUB,,,,,,,,,2026-08-12 10:09:39,2026-08-12 10:09:39,,
1945,381688,Taylor Calheira,T. Calheira,19,SUB,,,,,,,,,2026-08-12 10:09:39,2026-08-12 10:09:39,,
1946,249729,Stefan Cleveland,S. Cleveland,30,SUB,,,,,,,,,2026-08-12 10:09:39,2026-08-12 10:09:39,237250,
1947,417725,Kwaku Agyabeng,K. Agyabeng,20,SUB,,,,,,,,,2026-08-12 10:09:39,2026-08-12 10:09:39,,
1948,388191,Cielo Tschantret,C. Tschantret,14,SUB,,,,,,,,,2026-08-12 10:09:39,2026-08-12 10:09:39,,
1949,362459,Stephen Afrifa,S. Afrifa,17,SUB,,,,,,,,,2026-08-12 10:09:39,2026-08-12 10:09:39,275252,
1950,336963,Duran Ferree,D. Ferree,18,G,,,,,,,,,2026-08-12 10:09:39,2026-08-12 10:10:05,279706,
1951,400713,Manu Duah,M. Duah,26,CD-L,,,,,,,,,2026-08-12 10:09:39,2026-08-12 10:10:05,77495,
1952,257114,Christopher McVey,C. McVey,97,CD-R,,,,,,,,,2026-08-12 10:09:39,2026-08-12 10:10:05,242199,
1953,380677,Kieran Sargeant,K. Sargeant,5,LB,,,,,,,,,2026-08-12 10:09:39,2026-08-12 10:10:05,,
1954,381072,Luca Bombino,L. Bombino,27,RB,,,,,,,,,2026-08-12 10:09:39,2026-08-12 10:10:05,75236,
1955,214371,Jeppe Tverskov,J. Tverskov,6,CM,,,,,,,,,2026-08-12 10:09:39,2026-08-12 10:10:05,224067,73
1956,277212,Onni Valakari,O. Valakari,8,LM,,,,,,,,,2026-08-12 10:09:39,2026-08-12 10:10:05,245685,66
1957,371488,Pedro Soma,P. Soma,15,SUB,,,,,,,,,2026-08-12 10:09:39,2026-08-12 10:10:05,80612,
1958,186324,Marcus Ingvartsen,M. Ingvartsen,7,F,,,,,,,,,2026-08-12 10:09:39,2026-08-12 10:10:05,215247,74
1959,207638,Amahl Pellegrino,A. Pellegrino,90,LF,,,,,,,,,2026-08-12 10:09:39,2026-08-12 10:10:05,224874,71
1960,250454,Anders Dreyer,A. Dreyer,10,RF,,,,,,,,,2026-08-12 10:09:39,2026-08-12 10:10:05,236918,77
1961,365854,David Vazquez,D. Vazquez,19,SUB,,,,,,,,,2026-08-12 10:09:39,2026-08-12 10:10:05,73870,
1962,116825,Aníbal Godoy,A. Godoy,20,RM,,,,,,,,,2026-08-12 10:09:39,2026-08-12 10:10:05,217047,
1963,419201,Bryan Zamblé,B. Zamblé,14,SUB,,,,,,,,,2026-08-12 10:09:39,2026-08-12 10:10:05,,
1964,291999,Alex Mighten,A. Mighten,77,SUB,,,,,,,,,2026-08-12 10:09:39,2026-08-12 10:10:05,254859,
1965,181028,Lewis Morgan,L. Morgan,9,SUB,,,,,,,,,2026-08-12 10:09:39,2026-08-12 10:09:39,221908,73
1966,365859,Oscar Verhoeven,O. Verhoeven,33,SUB,,,,,,,,,2026-08-12 10:09:39,2026-08-12 10:10:05,73671,
1967,286424,Pablo Sisniega,P. Sisniega,13,SUB,,,,,,,,,2026-08-12 10:09:39,2026-08-12 10:09:39,235590,64
1968,399756,Ian Pilcher,I. Pilcher,25,SUB,,,,,,,,,2026-08-12 10:09:39,2026-08-12 10:10:05,77967,
1969,302238,Bryce Duke,B. Duke,21,SUB,,,,,,,,,2026-08-12 10:09:39,2026-08-12 10:10:05,255411,
1972,186151,Jean-Philippe Gbamin,J. Gbamin,5,CD-R,,,,,,,,,2026-08-12 10:09:40,2026-08-12 10:09:40,214947,68
1976,228563,Boubacar Traoré,B. Traoré,8,LM,,,,,,,,,2026-08-12 10:09:40,2026-08-12 10:09:51,252975,
1981,408953,Cleo Mélières,C. Mélières,25,SUB,,,,,,,,,2026-08-12 10:09:40,2026-08-12 10:09:51,80578,
1985,144280,Benjamin Stambouli,B. Stambouli,21,SUB,,,,,,,,,2026-08-12 10:09:40,2026-08-12 10:09:51,198200,
1988,249777,Malick Mbaye,M. Mbaye,11,AM-R,,,,,,,,,2026-08-12 10:09:40,2026-08-12 10:09:51,275288,65
1989,362281,Ibou Sané,I. Sané,23,F,,,,,,,,,2026-08-12 10:09:40,2026-08-12 10:09:51,278119,70
2024,255311,Ola Brynhildsen,O. Brynhildsen,17,SUB,,,,,,,,,2026-08-12 10:09:41,2026-08-12 10:09:41,238236,70
2037,354149,Jens Hjerto Dahl,J. Hjerto Dahl,6,CM-L,,,,,,,,,2026-08-12 10:09:41,2026-08-12 10:10:12,274979,
2045,378946,Mathias Tønnessen,M. Tønnessen,3,SUB,,,,,,,,,2026-08-12 10:09:41,2026-08-12 10:10:12,279738,
2051,219309,Joseph Aidoo,J. Aidoo,4,CD,,,,,,,,,2026-08-12 10:09:42,2026-08-12 10:09:43,230021,75
2059,322652,Williot Swedberg,W. Swedberg,19,CF-L,,,,,,,,,2026-08-12 10:09:42,2026-08-12 10:09:43,263227,74
2061,242383,Fran Beltrán,F. Beltrán,8,SUB,,,,,,,,,2026-08-12 10:09:42,2026-08-12 10:09:42,235997,
2062,409477,Manuel Fernández,M. Fernández,12,SUB,,,,,,,,,2026-08-12 10:09:42,2026-08-12 10:09:43,76732,
2070,319114,Hugo Sotelo,H. Sotelo,22,CM-R,,,,,,,,,2026-08-12 10:09:42,2026-08-12 10:09:43,264095,
2073,323970,Julen Agirrezabala,J. Agirrezabala,25,G,,,,,,,,,2026-08-12 10:09:42,2026-08-12 10:09:42,263880,
2074,241117,Mouctar Diakhaby,M. Diakhaby,4,CD,,,,,,,,,2026-08-12 10:09:42,2026-08-12 10:09:42,230578,
2075,300927,Copete,Copete,3,CD-L,,,,,,,,,2026-08-12 10:09:42,2026-08-12 10:09:42,263396,
2076,157739,Dimitri Foulquier,D. Foulquier,20,CD-R,,,,,,,,,2026-08-12 10:09:42,2026-08-12 10:09:42,203177,
2082,280381,Lucas Beltrán,L. Beltrán,15,CF-L,,,,,,,,,2026-08-12 10:09:42,2026-08-12 10:09:42,246258,76
2087,332342,Rubén Iranzo,R. Iranzo,26,SUB,,,,,,,,,2026-08-12 10:09:42,2026-08-12 10:09:42,266031,
2095,307986,Lucas Núñez,L. Núñez,29,SUB,,,,,,,,,2026-08-12 10:09:42,2026-08-12 10:09:42,78669,
2096,161825,Janis Blaswich,J. Blaswich,28,G,,,,,,,,9826,2026-08-12 10:09:42,2026-08-12 10:09:42,204092,
2097,180998,Robert Andrich,R. Andrich,8,CD,,,,,,,,9826,2026-08-12 10:09:42,2026-08-12 10:09:42,212242,81
2098,257287,Edmond Tapsoba,E. Tapsoba,12,CD-L,,,,,,,,9826,2026-08-12 10:09:42,2026-08-12 10:09:42,247263,
2099,298524,Jarell Quansah,J. Quansah,4,CD-R,,,,,,,,9826,2026-08-12 10:09:42,2026-08-12 10:09:42,273651,
2100,228393,Exequiel Palacios,E. Palacios,25,CM-L,,,,,,,,9826,2026-08-12 10:09:42,2026-08-12 10:09:42,231521,84
2101,364080,Ezequiel Fernández,E. Fernández,6,CM-R,,,,,,,,363,2026-08-12 10:09:42,2026-08-12 10:09:42,247090,75
2102,166396,Alejandro Grimaldo,A. Grimaldo,20,LM,,,,,,,,9826,2026-08-12 10:09:42,2026-08-12 10:09:42,210035,84
2103,334374,Arthur,Arthur,13,RM,,,,,,,,9826,2026-08-12 10:09:42,2026-08-12 10:09:42,275028,
2104,212330,Patrik Schick,P. Schick,14,F,,,,,,,,9826,2026-08-12 10:09:42,2026-08-12 10:09:42,234236,85
2105,318534,Ernest Poku,E. Poku,19,CF-L,,,,,,,,9826,2026-08-12 10:09:42,2026-08-12 10:09:42,264219,
2106,174617,Jonas Hofmann,J. Hofmann,7,CF-R,,,,,,,,,2026-08-12 10:09:42,2026-08-12 10:09:42,244083,78
2107,241662,Martin Terrier,M. Terrier,11,SUB,,,,,,,,9826,2026-08-12 10:09:42,2026-08-12 10:09:42,236786,79
2108,219294,Aleix García,A. García,24,SUB,,,,,,,,9826,2026-08-12 10:09:42,2026-08-12 10:09:42,228813,83
2109,398709,Christian Kofane,C. Kofane,35,SUB,,,,,,,,9826,2026-08-12 10:09:42,2026-08-12 10:09:42,76416,68
2110,396655,Axel Tape,A. Tape,16,SUB,,,,,,,,9826,2026-08-12 10:09:42,2026-08-12 10:09:42,75736,
2111,361212,Ibrahim Maza,I. Maza,30,SUB,,,,,,,,9826,2026-08-12 10:09:42,2026-08-12 10:09:42,275029,71
2112,238418,Jonas Omlin,J. Omlin,18,SUB,,,,,,,,,2026-08-12 10:09:42,2026-08-12 10:09:42,223550,76
2113,408703,Montrell Culbreath,M. Culbreath,42,SUB,,,,,,,,,2026-08-12 10:09:42,2026-08-12 10:09:42,,
2114,346376,Tim Oermann,T. Oermann,15,SUB,,,,,,,,,2026-08-12 10:09:42,2026-08-12 10:09:42,270033,
2115,175069,Niklas Lomb,N. Lomb,36,SUB,,,,,,,,9826,2026-08-12 10:09:42,2026-08-12 10:09:42,210366,
2116,149297,Daniel Batz,D. Batz,33,G,,,,,,,,,2026-08-12 10:09:42,2026-08-12 10:10:20,199803,
2117,238906,Stefan Posch,S. Posch,4,CD-R,,,,,,,,,2026-08-12 10:09:42,2026-08-12 10:10:20,223671,79
2118,375371,Kacper Potulski,K. Potulski,48,SUB,,,,,,,,,2026-08-12 10:09:42,2026-08-12 10:10:20,81427,
2119,172997,Dominik Kohr,D. Kohr,31,CD-L,,,,,,,,,2026-08-12 10:09:42,2026-08-12 10:10:20,212212,
2120,134103,Lee Jae-Sung,L. Jae-Sung,7,CM-L,,,,,,,,,2026-08-12 10:09:42,2026-08-12 10:10:20,221671,
2121,307282,Paul Nebel,P. Nebel,8,SUB,,,,,,,,,2026-08-12 10:09:42,2026-08-12 10:10:20,257075,
2122,357030,Kaishu Sano,K. Sano,6,AM,,,,,,,,,2026-08-12 10:09:42,2026-08-12 10:10:20,73078,
2123,239574,Phillipp Mwene,P. Mwene,2,SUB,,,,,,,,,2026-08-12 10:09:42,2026-08-12 10:10:20,216275,76
2124,175905,Silvan Widmer,S. Widmer,30,LM,,,,,,,,,2026-08-12 10:09:42,2026-08-12 10:10:20,216158,72
2125,195027,Sheraldo Becker,S. Becker,23,SUB,,,,,,,,,2026-08-12 10:09:42,2026-08-12 10:10:20,223790,75
2126,234376,Phillip Tietz,P. Tietz,20,CF-L,,,,,,,,,2026-08-12 10:09:42,2026-08-12 10:10:20,233216,
2127,321057,Lasse Rieß,L. Rieß,1,SUB,,,,,,,,,2026-08-12 10:09:42,2026-08-12 10:10:20,263116,
2128,307031,Fabio Moreno Fell,F. Moreno Fell,36,SUB,,,,,,,,,2026-08-12 10:09:42,2026-08-12 10:09:42,,
2129,392851,Daniel Gleiber,D. Gleiber,42,SUB,,,,,,,,,2026-08-12 10:09:42,2026-08-12 10:09:42,75280,
2130,279282,Silas Katompa-Mvumpa,S. Katompa-Mvumpa,26,CF-R,,,,,,,,9829,2026-08-12 10:09:42,2026-08-12 10:10:20,245940,
2131,308843,Armindo Sieb,A. Sieb,11,SUB,,,,,,,,,2026-08-12 10:09:42,2026-08-12 10:09:42,259162,
2132,267798,Lennard Maloney,L. Maloney,15,SUB,,,,,,,,,2026-08-12 10:09:42,2026-08-12 10:09:42,240669,
2133,303116,William Bøving,W. Bøving,14,SUB,,,,,,,,,2026-08-12 10:09:42,2026-08-12 10:10:20,256127,71
2134,154603,Danny da Costa,D. da Costa,21,RM,,,,,,,,,2026-08-12 10:09:42,2026-08-12 10:10:20,202429,
2135,238531,Maxim Leitsch,M. Leitsch,5,SUB,,,,,,,,,2026-08-12 10:09:42,2026-08-12 10:10:20,234843,
2141,303031,Yuito Suzuki,Y. Suzuki,14,SUB,,,,,,,,,2026-08-12 10:09:43,2026-08-12 10:09:56,255185,71
2147,419274,Rouven Tarnutzer,R. Tarnutzer,69,SUB,,,,,,,,,2026-08-12 10:09:43,2026-08-12 10:09:43,,
2170,367430,Álvaro Núñez,Á. Núñez,14,SUB,,,,,,,,,2026-08-12 10:09:43,2026-08-12 10:09:43,276745,
2198,379587,Saheed Olagunju,S. Olagunju,59,SUB,,,,,,,,,2026-08-12 10:09:44,2026-08-12 10:09:44,,
2221,382839,Alysson,Alysson,47,SUB,,,,,,,,,2026-08-12 10:09:44,2026-08-12 10:09:44,,
2222,138213,Oliver Baumann,O. Baumann,1,G,,,,,,,,,2026-08-12 10:09:45,2026-08-12 10:09:58,193698,83
2223,266565,Ozan Kabak,O. Kabak,5,CD-R,,,,,,,,,2026-08-12 10:09:45,2026-08-12 10:09:58,239890,75
2224,322510,Robin Hranác,R. Hranác,2,SUB,,,,,,,,,2026-08-12 10:09:45,2026-08-12 10:09:58,276646,
2225,307567,Albian Hajdari,A. Hajdari,21,CD-L,,,,,,,,,2026-08-12 10:09:45,2026-08-12 10:09:58,259074,70
2226,191209,Vladimír Coufal,V. Coufal,34,RB,,,,,,,,,2026-08-12 10:09:45,2026-08-12 10:09:58,244470,73
2227,362590,Leon Avdullahu,L. Avdullahu,7,RM,,,,,,,,,2026-08-12 10:09:45,2026-08-12 10:09:58,276969,
2228,218714,Grischa Prömel,G. Prömel,6,SUB,,,,,,,,,2026-08-12 10:09:45,2026-08-12 10:09:58,228595,
2229,139520,Andrej Kramaric,A. Kramaric,27,AM,,,,,,,,,2026-08-12 10:09:45,2026-08-12 10:09:58,216354,
2230,331057,Fisnik Asllani,F. Asllani,11,F,,,,,,,,,2026-08-12 10:09:45,2026-08-12 10:09:58,265577,
2231,359108,Bazoumana Touré,B. Touré,29,AM-L,,,,,,,,,2026-08-12 10:09:45,2026-08-12 10:09:58,71418,70
2232,303792,Tim Lemperle,T. Lemperle,19,SUB,,,,,,,,,2026-08-12 10:09:45,2026-08-12 10:09:58,256564,
2233,177652,Kevin Akpoguma,K. Akpoguma,25,SUB,,,,,,,,,2026-08-12 10:09:45,2026-08-12 10:09:58,211856,74
2234,304795,Luca Philipp,L. Philipp,37,SUB,,,,,,,,,2026-08-12 10:09:45,2026-08-12 10:09:58,257638,
2235,372035,Max Moerstedt,M. Moerstedt,33,SUB,,,,,,,,,2026-08-12 10:09:45,2026-08-12 10:09:58,279542,
2236,277301,Valentin Gendrey,V. Gendrey,15,SUB,,,,,,,,,2026-08-12 10:09:45,2026-08-12 10:09:58,245863,
2237,346928,Muhammed Damar,M. Damar,10,SUB,,,,,,,,,2026-08-12 10:09:45,2026-08-12 10:09:58,271246,
2238,399219,Luka Djuric,L. Djuric,48,SUB,,,,,,,,,2026-08-12 10:09:45,2026-08-12 10:09:45,,
2239,320939,Alexander Prass,A. Prass,22,AM-R,,,,,,,,,2026-08-12 10:09:45,2026-08-12 10:09:58,263041,74
2240,189541,Ihlas Bebou,I. Bebou,9,SUB,,,,,,,,,2026-08-12 10:09:45,2026-08-12 10:09:45,216258,
2241,218980,Bernardo,Bernardo,13,LB,,,,,,,,,2026-08-12 10:09:45,2026-08-12 10:09:58,232805,
2244,258910,Diogo Leite,D. Leite,4,CD-L,,,,,,,,,2026-08-12 10:09:45,2026-08-12 10:09:49,234575,
2271,415430,Marcus Haagensen Reed,M. Haagensen Reed,27,CF-L,,,,,,,,,2026-08-12 10:09:46,2026-08-12 10:09:46,,
2280,415424,Kristoffer Nessø,K. Nessø,7,LB,,,,,,,,,2026-08-12 10:09:46,2026-08-12 10:10:00,,
2301,183780,Brad Stuver,B. Stuver,1,G,,,,,,,,,2026-08-12 10:09:46,2026-08-12 10:09:46,213206,
2302,238438,Brendan Hines-Ike,B. Hines-Ike,4,CD-L,,,,,,,,,2026-08-12 10:09:46,2026-08-12 10:09:46,231948,
2303,196666,Oleksandr Svatok,O. Svatok,5,CD-R,,,,,,,,,2026-08-12 10:09:46,2026-08-12 10:09:46,278884,70
2304,304696,Guilherme Biro,G. Biro,29,LB,,,,,,,,,2026-08-12 10:09:46,2026-08-12 10:09:46,279942,
2305,231047,Jon Gallagher,J. Gallagher,17,RB,,,,,,,,,2026-08-12 10:09:46,2026-08-12 10:09:46,242624,65
2306,67518,Facundo Torres,F. Torres,11,AM,,,,,,,,83,2026-08-12 10:09:46,2026-08-12 10:09:46,241461,
2307,150185,Ilie Sánchez,I. Sánchez,6,LM,,,,,,,,,2026-08-12 10:09:46,2026-08-12 10:09:46,199562,
2308,316077,Dani Pereira,D. Pereira,8,RM,,,,,,,,,2026-08-12 10:09:46,2026-08-12 10:09:46,261245,
2309,275500,Myrto Uzuni,M. Uzuni,10,F,,,,,,,,,2026-08-12 10:09:46,2026-08-12 10:09:46,261204,
2310,280612,Jayden Nelson,J. Nelson,7,AM-L,,,,,,,,,2026-08-12 10:09:46,2026-08-12 10:09:46,255339,68
2311,286669,Joseph Rosales,J. Rosales,30,AM-R,,,,,,,,,2026-08-12 10:09:46,2026-08-12 10:09:46,264157,
2312,235061,Christian Ramírez,C. Ramírez,21,SUB,,,,,,,,,2026-08-12 10:09:46,2026-08-12 10:09:46,237075,
2313,259805,Zan Kolmanic,Z. Kolmanic,23,SUB,,,,,,,,,2026-08-12 10:09:46,2026-08-12 10:09:46,261359,
2314,297379,Damian Las,D. Las,12,SUB,,,,,,,,,2026-08-12 10:09:46,2026-08-12 10:09:46,,
2315,257193,Jon Bell,J. Bell,15,SUB,,,,,,,,,2026-08-12 10:09:46,2026-08-12 10:09:46,254142,64
2316,322966,Mateja Djordjevic,M. Djordjevic,35,SUB,,,,,,,,,2026-08-12 10:09:46,2026-08-12 10:09:46,81403,
2317,318486,CJ Fodrey,C. Fodrey,19,SUB,,,,,,,,,2026-08-12 10:09:46,2026-08-12 10:09:46,274107,
2318,381219,Ervin Torres,E. Torres,38,SUB,,,,,,,,,2026-08-12 10:09:46,2026-08-12 10:09:46,76705,
2319,225834,Besard Sabovic,B. Sabovic,14,SUB,,,,,,,,,2026-08-12 10:09:46,2026-08-12 10:09:46,227855,
2320,377602,Nicolás Dubersarsky,N. Dubersarsky,20,SUB,,,,,,,,,2026-08-12 10:09:46,2026-08-12 10:09:46,70676,
2321,141316,Sean Johnson,S. Johnson,1,G,,,,,,,,,2026-08-12 10:09:46,2026-08-12 10:09:46,190780,
2322,228416,Kye Rowles,K. Rowles,15,CD-L,,,,,,,,,2026-08-12 10:09:46,2026-08-12 10:09:46,233931,71
2323,333699,Lucas Bartlett,L. Bartlett,3,CD-R,,,,,,,,,2026-08-12 10:09:46,2026-08-12 10:09:46,266805,
2324,288348,Keisuke Kurokawa,K. Kurokawa,6,LB,,,,,,,,,2026-08-12 10:09:46,2026-08-12 10:09:46,,
2325,227891,Silvan Hefti,S. Hefti,5,RB,,,,,,,,,2026-08-12 10:09:46,2026-08-12 10:09:46,231108,69
2326,269158,Brandon Servania,B. Servania,23,CM-L,,,,,,,,,2026-08-12 10:09:46,2026-08-12 10:09:46,242302,
2327,320300,Matti Peltola,M. Peltola,4,CM-R,,,,,,,,,2026-08-12 10:09:46,2026-08-12 10:09:46,256215,66
2328,308772,Hosei Kijima,H. Kijima,77,LM,,,,,,,,,2026-08-12 10:09:46,2026-08-12 10:09:46,72375,
2329,271884,Jared Stroud,J. Stroud,8,RM,,,,,,,,,2026-08-12 10:09:46,2026-08-12 10:09:46,243464,
2330,297079,João Peglow,J. Peglow,7,CF-L,,,,,,,,,2026-08-12 10:09:46,2026-08-12 10:09:46,71914,
2331,313068,Tai Baribo,T. Baribo,9,CF-R,,,,,,,,,2026-08-12 10:09:46,2026-08-12 10:09:46,263180,
2332,336970,Gavin Turner,G. Turner,48,SUB,,,,,,,,,2026-08-12 10:09:46,2026-08-12 10:09:46,,
2333,273974,Conner Antley,C. Antley,12,SUB,,,,,,,,,2026-08-12 10:09:46,2026-08-12 10:09:46,71080,
