id,league_slug,match_date,home_team,away_team,bookmaker,home_odds,draw_odds,away_odds,over_2_5_odds,under_2_5_odds,fetched_at
5892,ita.1,2026-02-01,Cremonese,Inter Milan,Coral,9.5,5.5,1.3,,,2026-07-27 11:39:40
5893,ita.1,2026-02-01,Cremonese,Inter Milan,Ladbrokes,9.5,5.25,1.3,,,2026-07-27 11:39:40
5894,ita.1,2026-02-01,Parma,Juventus,B365,7.5,4.33,1.45,1.91,1.91,2026-07-27 11:39:40
5895,ita.1,2026-02-01,Parma,Juventus,Betway,6.5,4.2,1.5,,,2026-07-27 11:39:40
5896,ita.1,2026-02-02,Udinese,AS Roma,B365,4.33,3.4,1.91,2.2,1.67,2026-07-27 11:39:40
5897,ita.1,2026-02-02,Udinese,AS Roma,Betway,3.9,3.25,2.0,,,2026-07-27 11:39:40
5898,ita.1,2026-02-03,Bologna,AC Milan,B365,2.9,3.25,2.5,2.1,1.73,2026-07-27 11:39:40
5899,ita.1,2026-02-03,Bologna,AC Milan,Betway,2.9,3.2,2.5,,,2026-07-27 11:39:40
5900,ita.1,2026-02-03,Bologna,AC Milan,Coral,2.9,3.2,2.5,,,2026-07-27 11:39:40
5901,ita.1,2026-02-03,Bologna,AC Milan,Ladbrokes,2.9,3.1,2.5,,,2026-07-27 11:39:40
5902,ita.1,2026-02-06,Hellas Verona,Pisa,B365,2.55,3.0,3.0,2.38,1.57,2026-07-27 11:39:40
5903,ita.1,2026-02-06,Hellas Verona,Pisa,Betway,2.45,3.0,3.1,,,2026-07-27 11:39:40
5904,ita.1,2026-02-07,Genoa,Napoli,B365,4.5,3.2,1.95,2.63,1.5,2026-07-27 11:39:40
5905,ita.1,2026-02-07,Genoa,Napoli,Betway,4.33,3.3,1.9,,,2026-07-27 11:39:40
5906,ita.1,2026-02-07,Fiorentina,Torino,B365,1.75,3.75,4.75,1.93,1.93,2026-07-27 11:39:40
5907,ita.1,2026-02-07,Fiorentina,Torino,Betway,1.77,3.6,4.6,,,2026-07-27 11:39:40
5908,ita.1,2026-02-08,Bologna,Parma,B365,1.6,3.9,5.75,2.03,1.83,2026-07-27 11:39:40
5909,ita.1,2026-02-08,Bologna,Parma,Betway,1.6,4.0,5.75,,,2026-07-27 11:39:40
5910,ita.1,2026-02-08,Lecce,Udinese,B365,3.1,2.88,2.63,2.75,1.44,2026-07-27 11:39:40
5911,ita.1,2026-02-08,Lecce,Udinese,Betway,3.1,2.87,2.55,,,2026-07-27 11:39:40
5912,ita.1,2026-02-08,Sassuolo,Inter Milan,B365,7.5,4.5,1.44,1.8,2.0,2026-07-27 11:39:40
5913,ita.1,2026-02-08,Sassuolo,Inter Milan,Betway,6.5,4.5,1.47,,,2026-07-27 11:39:40
5914,ita.1,2026-02-08,Juventus,Lazio,B365,1.48,4.2,7.5,2.1,1.73,2026-07-27 11:39:40
5915,ita.1,2026-02-08,Juventus,Lazio,Betway,1.47,4.1,7.25,,,2026-07-27 11:39:40
5916,ita.1,2026-02-09,Atalanta,Cremonese,B365,1.36,5.0,8.5,1.73,2.1,2026-07-27 11:39:40
5917,ita.1,2026-02-09,Atalanta,Cremonese,Betway,1.39,5.0,7.5,,,2026-07-27 11:39:40
5918,ita.1,2026-02-09,AS Roma,Cagliari,B365,1.48,4.1,7.5,2.1,1.73,2026-07-27 11:39:40
5919,ita.1,2026-02-09,AS Roma,Cagliari,Betway,1.49,4.1,7.0,,,2026-07-27 11:39:40
5920,ita.1,2026-02-13,Pisa,AC Milan,B365,6.5,4.2,1.5,1.93,1.93,2026-07-27 11:39:40
5921,ita.1,2026-02-13,Pisa,AC Milan,Betway,6.5,4.2,1.5,,,2026-07-27 11:39:40
5922,ita.1,2026-02-14,Como,Fiorentina,B365,1.73,3.75,4.75,1.8,2.0,2026-07-27 11:39:40
5923,ita.1,2026-02-14,Como,Fiorentina,Betway,1.73,3.8,4.6,,,2026-07-27 11:39:40
5924,ita.1,2026-02-14,Lazio,Atalanta,B365,3.5,3.25,2.15,2.1,1.73,2026-07-27 11:39:40
5925,ita.1,2026-02-14,Lazio,Atalanta,Betway,3.4,3.25,2.2,,,2026-07-27 11:39:40
5926,ita.1,2026-02-14,Lazio,Atalanta,Coral,3.4,3.25,2.2,,,2026-07-27 11:39:40
5927,ita.1,2026-02-14,Lazio,Atalanta,Ladbrokes,3.4,3.25,2.2,,,2026-07-27 11:39:40
5928,ita.1,2026-02-14,Inter Milan,Juventus,B365,1.95,3.4,4.1,1.98,1.88,2026-07-27 11:39:40
5929,ita.1,2026-02-14,Inter Milan,Juventus,Betway,2.0,3.4,3.75,,,2026-07-27 11:39:40
5930,ita.1,2026-02-15,Udinese,Sassuolo,B365,2.4,3.0,3.3,2.2,1.67,2026-07-27 11:39:40
5931,ita.1,2026-02-15,Udinese,Sassuolo,Betway,2.35,3.1,3.2,,,2026-07-27 11:39:40
5932,ita.1,2026-02-15,Cremonese,Genoa,B365,3.2,3.0,2.45,2.63,1.5,2026-07-27 11:39:40
5933,ita.1,2026-02-15,Cremonese,Genoa,Betway,3.1,3.1,2.4,,,2026-07-27 11:39:40
5934,ita.1,2026-02-15,Parma,Hellas Verona,B365,2.3,3.0,3.5,2.5,1.53,2026-07-27 11:39:40
5935,ita.1,2026-02-15,Parma,Hellas Verona,Betway,2.37,3.0,3.25,,,2026-07-27 11:39:40
5936,ita.1,2026-02-15,Torino,Bologna,B365,3.3,3.25,2.25,2.1,1.73,2026-07-27 11:39:40
5937,ita.1,2026-02-15,Torino,Bologna,Betway,3.2,3.3,2.25,,,2026-07-27 11:39:40
5938,ita.1,2026-02-15,Torino,Bologna,Coral,3.2,3.3,2.25,,,2026-07-27 11:39:40
5939,ita.1,2026-02-15,Torino,Bologna,Ladbrokes,3.2,3.3,2.25,,,2026-07-27 11:39:40
5940,ita.1,2026-02-15,Napoli,AS Roma,B365,2.3,3.0,3.5,2.5,1.53,2026-07-27 11:39:40
5941,ita.1,2026-02-15,Napoli,AS Roma,Betway,2.25,3.2,3.3,,,2026-07-27 11:39:40
5942,ita.1,2026-02-15,Napoli,AS Roma,Coral,2.25,3.2,3.3,,,2026-07-27 11:39:40
5943,ita.1,2026-02-15,Napoli,AS Roma,Ladbrokes,2.25,3.1,3.3,,,2026-07-27 11:39:40
5944,ita.1,2026-02-16,Cagliari,Lecce,B365,2.2,3.0,3.75,2.63,1.5,2026-07-27 11:39:40
5945,ita.1,2026-02-16,Cagliari,Lecce,Betway,2.15,3.1,3.7,,,2026-07-27 11:39:40
5946,ita.1,2026-02-16,Cagliari,Lecce,Coral,2.15,3.1,3.7,,,2026-07-27 11:39:40
5947,ita.1,2026-02-16,Cagliari,Lecce,Ladbrokes,2.15,3.1,3.6,,,2026-07-27 11:39:40
5948,ita.1,2026-02-18,AC Milan,Como,B365,2.25,3.3,3.25,2.0,1.85,2026-07-27 11:39:40
5949,ita.1,2026-02-18,AC Milan,Como,Betway,2.25,3.3,3.1,,,2026-07-27 11:39:40
5950,ita.1,2026-02-20,Sassuolo,Hellas Verona,B365,1.75,3.3,5.25,2.2,1.67,2026-07-27 11:39:40
5951,ita.1,2026-02-20,Sassuolo,Hellas Verona,Betway,1.75,3.4,5.25,,,2026-07-27 11:39:40
5952,ita.1,2026-02-20,Sassuolo,Hellas Verona,Coral,1.75,3.4,5.25,,,2026-07-27 11:39:40
5953,ita.1,2026-02-20,Sassuolo,Hellas Verona,Ladbrokes,1.75,3.4,5.0,,,2026-07-27 11:39:40
5954,ita.1,2026-02-21,Juventus,Como,B365,2.0,3.4,3.7,2.0,1.8,2026-07-27 11:39:40
5955,ita.1,2026-02-21,Juventus,Como,Betway,2.05,3.5,3.5,,,2026-07-27 11:39:40
5956,ita.1,2026-02-21,Lecce,Inter Milan,B365,7.0,4.33,1.48,2.1,1.73,2026-07-27 11:39:40
5957,ita.1,2026-02-21,Lecce,Inter Milan,Betway,7.25,4.33,1.46,,,2026-07-27 11:39:40
5958,ita.1,2026-02-21,Lecce,Inter Milan,Coral,7.5,4.33,1.44,,,2026-07-27 11:39:40
5959,ita.1,2026-02-21,Lecce,Inter Milan,Ladbrokes,7.0,4.33,1.44,,,2026-07-27 11:39:40
5960,ita.1,2026-02-21,Cagliari,Lazio,B365,3.4,3.0,2.35,2.38,1.57,2026-07-27 11:39:40
5961,ita.1,2026-02-21,Cagliari,Lazio,Betway,3.2,3.1,2.35,,,2026-07-27 11:39:40
5962,ita.1,2026-02-21,Cagliari,Lazio,Coral,3.2,3.1,2.37,,,2026-07-27 11:39:40
5963,ita.1,2026-02-21,Cagliari,Lazio,Ladbrokes,3.2,3.1,2.37,,,2026-07-27 11:39:40
5964,ita.1,2026-02-22,Genoa,Torino,B365,2.25,3.0,3.6,2.3,1.62,2026-07-27 11:39:40
5965,ita.1,2026-02-22,Genoa,Torino,Betway,2.3,3.1,3.4,,,2026-07-27 11:39:40
5966,ita.1,2026-02-22,Genoa,Torino,Coral,2.3,3.1,3.4,,,2026-07-27 11:39:40
5967,ita.1,2026-02-22,Genoa,Torino,Ladbrokes,2.25,3.0,3.4,,,2026-07-27 11:39:40
5968,ita.1,2026-02-22,Atalanta,Napoli,B365,2.45,3.2,3.0,2.1,1.73,2026-07-27 11:39:40
5969,ita.1,2026-02-22,Atalanta,Napoli,Betway,2.45,3.2,3.0,,,2026-07-27 11:39:40
5970,ita.1,2026-02-22,Atalanta,Napoli,Coral,2.45,3.2,3.0,,,2026-07-27 11:39:40
5971,ita.1,2026-02-22,Atalanta,Napoli,Ladbrokes,2.4,3.2,3.0,,,2026-07-27 11:39:40
5972,ita.1,2026-02-22,AC Milan,Parma,B365,1.33,5.0,9.5,1.8,2.0,2026-07-27 11:39:40
5973,ita.1,2026-02-22,AC Milan,Parma,Betway,1.35,5.0,8.75,,,2026-07-27 11:39:40
5974,ita.1,2026-02-22,AS Roma,Cremonese,B365,1.36,4.5,10.0,1.98,1.88,2026-07-27 11:39:40
5975,ita.1,2026-02-22,AS Roma,Cremonese,Betway,1.39,4.6,8.5,,,2026-07-27 11:39:40
5976,ita.1,2026-02-23,Fiorentina,Pisa,B365,1.67,4.0,5.0,1.8,2.0,2026-07-27 11:39:40
5977,ita.1,2026-02-23,Fiorentina,Pisa,Betway,1.65,4.0,5.0,,,2026-07-27 11:39:40
5978,ita.1,2026-02-23,Bologna,Udinese,B365,1.85,3.5,4.5,2.1,1.73,2026-07-27 11:39:40
5979,ita.1,2026-02-23,Bologna,Udinese,Betway,1.85,3.5,4.33,,,2026-07-27 11:39:40
5980,ita.1,2026-02-27,Parma,Cagliari,B365,2.25,3.0,3.7,2.38,1.57,2026-07-27 11:39:40
5981,ita.1,2026-02-27,Parma,Cagliari,Betway,2.25,2.95,3.6,,,2026-07-27 11:39:40
5982,ita.1,2026-02-28,Como,Lecce,B365,1.38,4.5,9.5,2.03,1.83,2026-07-27 11:39:40
5983,ita.1,2026-02-28,Como,Lecce,Betway,1.39,4.6,8.5,,,2026-07-27 11:39:40
5984,ita.1,2026-02-28,Hellas Verona,Napoli,B365,7.5,4.0,1.5,2.3,1.62,2026-07-27 11:39:40
5985,ita.1,2026-02-28,Hellas Verona,Napoli,Betway,6.75,4.0,1.52,,,2026-07-27 11:39:40
5986,ita.1,2026-02-28,Inter Milan,Genoa,B365,1.33,5.5,9.0,1.73,2.1,2026-07-27 11:39:40
5987,ita.1,2026-02-28,Inter Milan,Genoa,Betway,1.33,5.25,9.0,,,2026-07-27 11:39:40
5988,ita.1,2026-03-01,Cremonese,AC Milan,B365,6.5,4.33,1.5,1.91,1.91,2026-07-27 11:39:40
5989,ita.1,2026-03-01,Cremonese,AC Milan,Betway,6.5,4.2,1.52,,,2026-07-27 11:39:40
5990,ita.1,2026-03-01,Sassuolo,Atalanta,B365,3.8,3.6,1.95,1.88,1.98,2026-07-27 11:39:40
5991,ita.1,2026-03-01,Sassuolo,Atalanta,Betway,3.7,3.5,1.98,,,2026-07-27 11:39:40
5992,ita.1,2026-03-01,Sassuolo,Atalanta,Coral,3.7,3.5,2.0,,,2026-07-27 11:39:40
5993,ita.1,2026-03-01,Sassuolo,Atalanta,Ladbrokes,3.7,3.5,1.95,,,2026-07-27 11:39:40
5994,ita.1,2026-03-01,Torino,Lazio,B365,2.88,3.0,2.7,2.5,1.53,2026-07-27 11:39:40
5995,ita.1,2026-03-01,Torino,Lazio,Betway,2.75,3.0,2.75,,,2026-07-27 11:39:40
5996,ita.1,2026-03-01,Torino,Lazio,Coral,2.75,3.0,2.8,,,2026-07-27 11:39:40
5997,ita.1,2026-03-01,Torino,Lazio,Ladbrokes,2.75,3.0,2.75,,,2026-07-27 11:39:40
5998,ita.1,2026-03-01,AS Roma,Juventus,B365,2.63,3.1,2.88,2.3,1.62,2026-07-27 11:39:40
5999,ita.1,2026-03-01,AS Roma,Juventus,Betway,2.6,3.1,2.87,,,2026-07-27 11:39:40
6000,ita.1,2026-03-01,AS Roma,Juventus,Coral,2.6,3.1,2.87,,,2026-07-27 11:39:40
6001,ita.1,2026-03-01,AS Roma,Juventus,Ladbrokes,2.6,3.1,2.87,,,2026-07-27 11:39:40
6002,ita.1,2026-03-02,Pisa,Bologna,B365,4.2,3.2,2.0,2.1,1.73,2026-07-27 11:39:40
6003,ita.1,2026-03-02,Pisa,Bologna,Betway,3.7,3.4,2.0,,,2026-07-27 11:39:40
6004,ita.1,2026-03-02,Udinese,Fiorentina,B365,3.25,3.2,2.35,2.05,1.8,2026-07-27 11:39:40
6005,ita.1,2026-03-02,Udinese,Fiorentina,Betway,3.1,3.25,2.35,,,2026-07-27 11:39:40
6006,ita.1,2026-03-06,Napoli,Torino,B365,1.57,3.8,6.25,2.2,1.67,2026-07-27 11:39:40
6007,ita.1,2026-03-06,Napoli,Torino,Betway,1.6,3.8,6.0,,,2026-07-27 11:39:40
6008,ita.1,2026-03-07,Cagliari,Como,B365,5.75,4.0,1.57,2.0,1.8,2026-07-27 11:39:40
6009,ita.1,2026-03-07,Cagliari,Como,Betway,5.25,3.8,1.65,,,2026-07-27 11:39:40
6010,ita.1,2026-03-07,Atalanta,Udinese,B365,1.67,3.7,5.5,1.91,1.91,2026-07-27 11:39:40
6011,ita.1,2026-03-07,Atalanta,Udinese,Betway,1.66,3.8,5.0,,,2026-07-27 11:39:40
6012,ita.1,2026-03-07,Juventus,Pisa,B365,1.25,6.25,11.0,1.62,2.3,2026-07-27 11:39:40
6013,ita.1,2026-03-07,Juventus,Pisa,Betway,1.25,6.25,10.5,,,2026-07-27 11:39:40
6014,ita.1,2026-03-08,Lecce,Cremonese,B365,2.1,3.0,4.0,2.75,1.44,2026-07-27 11:39:40
6015,ita.1,2026-03-08,Lecce,Cremonese,Betway,2.15,2.95,3.9,,,2026-07-27 11:39:40
6016,ita.1,2026-03-08,Bologna,Hellas Verona,B365,1.55,3.9,6.5,2.0,1.8,2026-07-27 11:39:40
6017,ita.1,2026-03-08,Bologna,Hellas Verona,Betway,1.55,4.1,6.0,,,2026-07-27 11:39:40
6018,ita.1,2026-03-08,Fiorentina,Parma,B365,1.7,3.6,5.25,1.93,1.93,2026-07-27 11:39:40
6019,ita.1,2026-03-08,Fiorentina,Parma,Betway,1.72,3.75,4.75,,,2026-07-27 11:39:40
6020,ita.1,2026-03-08,Genoa,AS Roma,B365,4.2,3.4,1.91,2.3,1.62,2026-07-27 11:39:40
6021,ita.1,2026-03-08,Genoa,AS Roma,Betway,4.1,3.4,1.93,,,2026-07-27 11:39:40
6022,ita.1,2026-03-08,Genoa,AS Roma,Coral,4.2,3.4,1.91,,,2026-07-27 11:39:40
6023,ita.1,2026-03-08,Genoa,AS Roma,Ladbrokes,4.0,3.4,1.91,,,2026-07-27 11:39:40
6024,ita.1,2026-03-08,AC Milan,Inter Milan,B365,3.6,3.0,2.25,2.0,1.8,2026-07-27 11:39:40
6025,ita.1,2026-03-08,AC Milan,Inter Milan,Betway,3.3,3.25,2.2,,,2026-07-27 11:39:40
6026,ita.1,2026-03-08,AC Milan,Inter Milan,Coral,3.3,3.25,2.25,,,2026-07-27 11:39:40
6027,ita.1,2026-03-08,AC Milan,Inter Milan,Ladbrokes,3.3,3.2,2.2,,,2026-07-27 11:39:40
6028,ita.1,2026-03-09,Lazio,Sassuolo,B365,2.15,3.25,3.5,2.2,1.67,2026-07-27 11:39:40
6029,ita.1,2026-03-09,Lazio,Sassuolo,Betway,2.15,3.2,3.5,,,2026-07-27 11:39:40
6030,ita.1,2026-03-09,Lazio,Sassuolo,Coral,2.15,3.25,3.5,,,2026-07-27 11:39:40
6031,ita.1,2026-03-09,Lazio,Sassuolo,Ladbrokes,2.2,3.25,3.25,,,2026-07-27 11:39:40
6032,ita.1,2026-03-13,Torino,Parma,B365,2.2,3.0,3.8,2.38,1.57,2026-07-27 11:39:40
6033,ita.1,2026-03-13,Torino,Parma,Betway,2.15,3.0,3.9,,,2026-07-27 11:39:40
6034,ita.1,2026-03-13,Torino,Parma,Coral,2.15,3.0,3.9,,,2026-07-27 11:39:40
6035,ita.1,2026-03-13,Torino,Parma,Ladbrokes,2.15,3.0,3.9,,,2026-07-27 11:39:40
6036,ita.1,2026-03-14,Inter Milan,Atalanta,B365,1.55,4.33,5.75,1.73,2.1,2026-07-27 11:39:40
6037,ita.1,2026-03-14,Inter Milan,Atalanta,Betway,1.55,4.33,5.5,,,2026-07-27 11:39:40
6038,ita.1,2026-03-14,Napoli,Lecce,B365,1.33,4.75,10.0,2.2,1.67,2026-07-27 11:39:40
6039,ita.1,2026-03-14,Napoli,Lecce,Betway,1.38,4.5,9.25,,,2026-07-27 11:39:40
6040,ita.1,2026-03-14,Udinese,Juventus,B365,5.75,4.2,1.55,1.91,1.91,2026-07-27 11:39:40
6041,ita.1,2026-03-14,Udinese,Juventus,Betway,5.75,4.0,1.57,,,2026-07-27 11:39:40
6042,ita.1,2026-03-14,Udinese,Juventus,Coral,5.75,4.0,1.57,,,2026-07-27 11:39:40
6043,ita.1,2026-03-14,Udinese,Juventus,Ladbrokes,5.75,4.0,1.57,,,2026-07-27 11:39:40
6044,ita.1,2026-03-15,Hellas Verona,Genoa,B365,3.25,3.0,2.4,2.63,1.5,2026-07-27 11:39:40
6045,ita.1,2026-03-15,Hellas Verona,Genoa,Betway,3.1,3.1,2.4,,,2026-07-27 11:39:40
6046,ita.1,2026-03-15,Pisa,Cagliari,B365,2.55,3.0,3.1,2.5,1.53,2026-07-27 11:39:40
6047,ita.1,2026-03-15,Pisa,Cagliari,Betway,2.55,3.0,3.0,,,2026-07-27 11:39:40
6048,ita.1,2026-03-15,Sassuolo,Bologna,B365,2.4,3.3,3.0,2.0,1.8,2026-07-27 11:39:40
6049,ita.1,2026-03-15,Sassuolo,Bologna,Betway,2.45,3.3,2.85,,,2026-07-27 11:39:40
6050,ita.1,2026-03-15,Como,AS Roma,B365,2.1,3.3,3.6,2.1,1.73,2026-07-27 11:39:40
6051,ita.1,2026-03-15,Como,AS Roma,Betway,2.1,3.4,3.5,,,2026-07-27 11:39:40
6052,ita.1,2026-03-15,Como,AS Roma,Coral,2.1,3.4,3.5,,,2026-07-27 11:39:40
6053,ita.1,2026-03-15,Como,AS Roma,Ladbrokes,2.3,3.3,3.1,,,2026-07-27 11:39:40
6054,ita.1,2026-03-15,Lazio,AC Milan,B365,4.1,3.3,1.95,2.2,1.67,2026-07-27 11:39:40
6055,ita.1,2026-03-15,Lazio,AC Milan,Betway,3.9,3.3,1.98,,,2026-07-27 11:39:40
6056,ita.1,2026-03-16,Cremonese,Fiorentina,B365,3.9,3.6,1.91,1.91,1.91,2026-07-27 11:39:40
6057,ita.1,2026-03-16,Cremonese,Fiorentina,Betway,3.8,3.5,1.95,,,2026-07-27 11:39:40
6058,ita.1,2026-03-20,Cagliari,Napoli,B365,5.25,3.4,1.75,2.5,1.53,2026-07-27 11:39:40
6059,ita.1,2026-03-20,Cagliari,Napoli,Betway,5.0,3.4,1.78,,,2026-07-27 11:39:40
6060,ita.1,2026-03-20,Genoa,Udinese,B365,2.15,3.1,3.75,2.5,1.53,2026-07-27 11:39:40
6061,ita.1,2026-03-20,Genoa,Udinese,Betway,2.15,3.1,3.7,,,2026-07-27 11:39:40
6062,ita.1,2026-03-21,Parma,Cremonese,B365,2.05,3.2,4.0,2.2,1.67,2026-07-27 11:39:40
6063,ita.1,2026-03-21,Parma,Cremonese,Betway,2.05,3.2,3.9,,,2026-07-27 11:39:40
6064,ita.1,2026-03-21,AC Milan,Torino,B365,1.4,4.75,7.5,1.8,2.0,2026-07-27 11:39:40
6065,ita.1,2026-03-21,AC Milan,Torino,Betway,1.4,4.8,7.75,,,2026-07-27 11:39:40
6066,ita.1,2026-03-21,Juventus,Sassuolo,B365,1.33,5.25,9.0,1.62,2.3,2026-07-27 11:39:40
6067,ita.1,2026-03-21,Juventus,Sassuolo,Betway,1.34,5.5,8.0,,,2026-07-27 11:39:40
6068,ita.1,2026-03-22,Como,Pisa,B365,1.25,6.0,11.0,1.73,2.1,2026-07-27 11:39:40
6069,ita.1,2026-03-22,Como,Pisa,Betway,1.27,5.75,11.0,,,2026-07-27 11:39:40
6070,ita.1,2026-03-22,Atalanta,Hellas Verona,B365,1.38,4.75,8.5,1.91,1.91,2026-07-27 11:39:40
6071,ita.1,2026-03-22,Atalanta,Hellas Verona,Betway,1.41,4.75,7.5,,,2026-07-27 11:39:40
6072,ita.1,2026-03-22,Bologna,Lazio,B365,2.35,3.0,3.4,2.3,1.62,2026-07-27 11:39:40
6073,ita.1,2026-03-22,Bologna,Lazio,Betway,2.3,3.1,3.25,,,2026-07-27 11:39:40
6074,ita.1,2026-03-22,AS Roma,Lecce,B365,1.53,3.75,8.0,2.1,1.73,2026-07-27 11:39:40
6075,ita.1,2026-03-22,AS Roma,Lecce,Betway,1.49,4.2,7.0,,,2026-07-27 11:39:40
6076,ita.1,2026-03-22,Fiorentina,Inter Milan,B365,5.0,4.33,1.62,1.73,2.1,2026-07-27 11:39:40
6077,ita.1,2026-03-22,Fiorentina,Inter Milan,Betway,5.25,4.0,1.62,,,2026-07-27 11:39:40
6078,ita.1,2026-04-04,Sassuolo,Cagliari,B365,1.95,3.1,4.5,2.1,1.73,2026-07-27 11:39:40
6079,ita.1,2026-04-04,Sassuolo,Cagliari,Betway,2.0,3.2,4.1,,,2026-07-27 11:39:40
6080,ita.1,2026-04-04,Hellas Verona,Fiorentina,B365,4.2,3.5,1.9,2.2,1.67,2026-07-27 11:39:40
6081,ita.1,2026-04-04,Hellas Verona,Fiorentina,Betway,4.1,3.4,1.9,,,2026-07-27 11:39:40
6082,ita.1,2026-04-04,Lazio,Parma,B365,1.8,3.4,5.0,2.2,1.67,2026-07-27 11:39:40
6083,ita.1,2026-04-04,Lazio,Parma,Betway,1.8,3.5,4.6,,,2026-07-27 11:39:40
6084,ita.1,2026-04-05,Cremonese,Bologna,B365,3.6,3.4,2.05,2.03,1.83,2026-07-27 11:39:40
6085,ita.1,2026-04-05,Cremonese,Bologna,Betway,3.7,3.4,2.05,,,2026-07-27 11:39:40
6086,ita.1,2026-04-05,Pisa,Torino,B365,3.2,3.0,2.45,2.3,1.62,2026-07-27 11:39:40
6087,ita.1,2026-04-05,Pisa,Torino,Betway,3.0,3.1,2.45,,,2026-07-27 11:39:40
6088,ita.1,2026-04-05,Inter Milan,AS Roma,B365,1.67,4.0,5.25,1.91,1.91,2026-07-27 11:39:40
6089,ita.1,2026-04-05,Inter Milan,AS Roma,Betway,1.66,3.8,5.25,,,2026-07-27 11:39:40
6090,ita.1,2026-04-06,Udinese,Como,B365,5.0,3.75,1.7,2.03,1.83,2026-07-27 11:39:40
6091,ita.1,2026-04-06,Udinese,Como,Betway,5.0,3.6,1.73,,,2026-07-27 11:39:40
6092,ita.1,2026-04-06,Lecce,Atalanta,B365,5.0,3.75,1.75,2.03,1.83,2026-07-27 11:39:40
6093,ita.1,2026-04-06,Lecce,Atalanta,Betway,4.6,3.7,1.75,,,2026-07-27 11:39:40
6094,ita.1,2026-04-06,Juventus,Genoa,B365,1.38,4.5,9.5,1.91,1.91,2026-07-27 11:39:40
6095,ita.1,2026-04-06,Juventus,Genoa,Betway,1.41,4.6,8.0,,,2026-07-27 11:39:40
6096,ita.1,2026-04-06,Napoli,AC Milan,B365,2.55,3.0,3.0,2.3,1.62,2026-07-27 11:39:40
6097,ita.1,2026-04-06,Napoli,AC Milan,Betway,2.55,3.1,2.87,,,2026-07-27 11:39:40
6098,ita.1,2026-04-10,AS Roma,Pisa,B365,1.33,5.0,9.0,1.83,2.03,2026-07-27 11:39:40
6099,ita.1,2026-04-10,AS Roma,Pisa,Betway,1.35,5.0,9.0,,,2026-07-27 11:39:40
6100,ita.1,2026-04-11,Cagliari,Cremonese,B365,2.15,3.1,3.6,2.3,1.62,2026-07-27 11:39:40
6101,ita.1,2026-04-11,Cagliari,Cremonese,Betway,2.2,3.2,3.4,,,2026-07-27 11:39:40
6102,ita.1,2026-04-11,Torino,Hellas Verona,B365,1.9,3.3,4.33,2.38,1.57,2026-07-27 11:39:40
6103,ita.1,2026-04-11,Torino,Hellas Verona,Betway,1.9,3.3,4.33,,,2026-07-27 11:39:40
6104,ita.1,2026-04-11,AC Milan,Udinese,B365,1.42,4.5,8.0,1.83,2.03,2026-07-27 11:39:40
6105,ita.1,2026-04-11,AC Milan,Udinese,Betway,1.43,4.75,7.0,,,2026-07-27 11:39:40
6106,ita.1,2026-04-11,Atalanta,Juventus,B365,3.1,3.3,2.35,1.8,2.0,2026-07-27 11:39:40
6107,ita.1,2026-04-11,Atalanta,Juventus,Betway,3.1,3.4,2.25,,,2026-07-27 11:39:40
6108,ita.1,2026-04-12,Genoa,Sassuolo,B365,2.15,3.3,3.5,2.1,1.73,2026-07-27 11:39:40
6109,ita.1,2026-04-12,Genoa,Sassuolo,Betway,2.2,3.25,3.4,,,2026-07-27 11:39:40
6110,ita.1,2026-04-12,Parma,Napoli,B365,6.0,3.8,1.6,2.2,1.67,2026-07-27 11:39:40
6111,ita.1,2026-04-12,Parma,Napoli,Betway,5.5,3.75,1.63,,,2026-07-27 11:39:40
6112,ita.1,2026-04-12,Bologna,Lecce,B365,1.8,3.4,4.75,2.2,1.67,2026-07-27 11:39:40
6113,ita.1,2026-04-12,Bologna,Lecce,Betway,1.82,3.4,4.6,,,2026-07-27 11:39:40
6114,ita.1,2026-04-12,Como,Inter Milan,B365,3.1,3.5,2.25,1.91,1.91,2026-07-27 11:39:40
6115,ita.1,2026-04-12,Como,Inter Milan,Betway,3.2,3.4,2.25,,,2026-07-27 11:39:40
6116,ita.1,2026-04-13,Fiorentina,Lazio,B365,2.25,3.2,3.4,2.2,1.67,2026-07-27 11:39:40
6117,ita.1,2026-04-13,Fiorentina,Lazio,Betway,2.3,3.1,3.3,,,2026-07-27 11:39:40
6118,ita.1,2026-04-17,Sassuolo,Como,B365,5.75,4.33,1.53,1.67,2.2,2026-07-27 11:39:40
6119,ita.1,2026-04-17,Sassuolo,Como,Betway,5.75,4.2,1.57,,,2026-07-27 11:39:40
6120,ita.1,2026-04-17,Inter Milan,Cagliari,B365,1.25,6.0,12.0,1.57,2.38,2026-07-27 11:39:40
6121,ita.1,2026-04-17,Inter Milan,Cagliari,Betway,1.25,6.25,11.0,,,2026-07-27 11:39:40
6122,ita.1,2026-04-18,Udinese,Parma,B365,2.15,3.0,3.9,2.3,1.62,2026-07-27 11:39:40
6123,ita.1,2026-04-18,Udinese,Parma,Betway,2.2,3.1,3.6,,,2026-07-27 11:39:40
6124,ita.1,2026-04-18,Napoli,Lazio,B365,1.53,3.9,7.0,2.2,1.67,2026-07-27 11:39:40
6125,ita.1,2026-04-18,Napoli,Lazio,Betway,1.57,3.8,6.5,,,2026-07-27 11:39:40
